Pearson_correlation_null_raster	Pearson_correlation_Elevation_16_k10_R	Pearson_correlation_difference_Elevation_16_k10_R
0.176962662789172	0.238882207443952	0.0619195446547805
0.176962663239373	0.238882183465134	0.0619195202257616
0.176962662847437	0.238882200270166	0.0619195374227286
0.176962662662383	0.238882163155044	0.0619195004926608
0.176962662955284	0.238882190374605	0.0619195274193216
0.17696266264301	0.238882180729379	0.061919518086369
0.17696266290194	0.238882203636204	0.0619195407342642
0.17696266265894	0.238882155010597	0.0619194923516566
0.176962662933989	0.23888218929499	0.0619195263610001
0.176962663150159	0.238882172395047	0.0619195092448878
0.17696266287107	0.238882184741548	0.061919521870478
0.176962663002132	0.238882174990854	0.0619195119887212
0.176962663039286	0.238882179353614	0.0619195163143284
0.176962663506545	0.238882170108214	0.0619195066016698
0.176962662698611	0.238882190760549	0.0619195280619384
0.176962663068971	0.238882197159749	0.0619195340907778
0.176962662908933	0.238882167901313	0.0619195049923799
0.176962663259047	0.23888219394121	0.0619195306821627
0.17696266291284	0.238882180571126	0.0619195176582861
0.176962663273288	0.238882159609446	0.0619194963361576
0.17696266279813	0.238882145018157	0.0619194822200265
0.176962663502364	0.238882185584624	0.0619195220822601
0.176962663507408	0.238882179678755	0.0619195161713469
0.176962662563521	0.238882208036355	0.0619195454728333
0.176962662897973	0.238882181346983	0.0619195184490107
0.176962663091979	0.238882184488504	0.0619195213965249
0.176962662948753	0.238882180552223	0.0619195176034701
0.176962662769863	0.238882172106105	0.0619195093362413
0.176962663096644	0.238882166789284	0.0619195036926407
0.176962662893406	0.238882180664201	0.061919517770795
0.176962663173844	0.238882195393764	0.0619195322199198
0.176962663668677	0.238882169025223	0.0619195053565458
0.176962662924798	0.238882198478653	0.0619195355538547
0.176962663564409	0.238882160978907	0.0619194974144983
0.176962663456139	0.238882190911341	0.0619195274552025
0.176962662637256	0.238882182460178	0.0619195198229213
0.176962663192819	0.238882176606924	0.0619195134141044
0.176962662734725	0.238882194548744	0.0619195318140188
0.176962663165647	0.238882200834861	0.0619195376692137
0.176962662502065	0.2388821648213	0.0619195023192347
0.176962663457567	0.238882208039054	0.0619195445814877
0.17696266322466	0.238882190451711	0.0619195272270509
0.17696266292346	0.238882214789244	0.0619195518657836
0.176962663501052	0.238882174982471	0.0619195114814192
0.176962663033275	0.238882171857154	0.061919508823879
0.176962663127729	0.238882210165377	0.0619195470376478
0.17696266343685	0.238882206568005	0.0619195431311548
0.176962663498794	0.238882186325959	0.0619195228271649
0.176962662662502	0.238882174225837	0.061919511563335
0.176962663071786	0.238882181269291	0.0619195181975052
0.176962663512721	0.238882186380885	0.061919522868164
0.176962662652582	0.238882171270117	0.0619195086175357
0.176962663048096	0.238882185709833	0.0619195226617364
0.176962663449798	0.238882187371561	0.0619195239217629
0.176962662783622	0.238882192261019	0.0619195294773971
0.176962663119508	0.238882167791147	0.0619195046716392
0.176962663714519	0.23888217662389	0.0619195129093717
0.176962663161914	0.238882163064905	0.0619194999029918
0.176962662816955	0.238882175722986	0.0619195129060317
0.176962662936037	0.23888219144835	0.0619195285123124
0.17696266280973	0.238882189772525	0.0619195269627949
0.176962662865957	0.238882184089698	0.0619195212237413
0.176962663486152	0.238882184384423	0.0619195208982703
0.176962662955541	0.238882181289781	0.0619195183342398
0.176962663194147	0.238882204510312	0.0619195413161644
0.176962663450823	0.238882191822789	0.0619195283719665
0.176962662755054	0.238882167472519	0.0619195047174648
0.176962662563757	0.238882185021624	0.0619195224578675
0.176962662315419	0.238882171495253	0.0619195091798332
0.176962662358432	0.238882203809336	0.0619195414509043
0.176962663689792	0.238882191886591	0.0619195281967987
0.17696266366077	0.238882174579542	0.0619195109187721
0.176962663296052	0.238882182983519	0.0619195196874671
0.176962662740014	0.238882200433611	0.0619195376935975
0.176962663245969	0.238882185267349	0.0619195220213797
0.176962662839196	0.238882197902102	0.0619195350629055
0.176962663198129	0.238882161102794	0.0619194979046643
0.176962662969648	0.23888217542267	0.0619195124530225
0.176962662463772	0.238882179418833	0.0619195169550609
0.176962662985381	0.238882211297292	0.061919548311911
0.176962662991105	0.23888217145263	0.0619195084615242
0.176962663030394	0.238882179058263	0.0619195160278685
0.176962663071573	0.238882193337512	0.0619195302659391
0.176962662411661	0.238882196018172	0.0619195336065105
0.176962663199153	0.238882153281073	0.0619194900819205
0.17696266298193	0.23888218579855	0.0619195228166199
0.17696266309118	0.238882182438455	0.061919519347275
0.17696266271717	0.238882184541639	0.061919521824469
0.17696266287963	0.238882212838937	0.0619195499593066
0.17696266272229	0.238882174440935	0.0619195117186455
0.176962663477764	0.238882191553408	0.0619195280756432
0.176962662549362	0.238882170268607	0.0619195077192453
0.176962663060783	0.238882173886495	0.0619195108257121
0.176962662562585	0.238882209522034	0.0619195469594487
0.176962663237916	0.238882173104527	0.0619195098666102
0.176962662901593	0.238882172706957	0.0619195098053644
0.176962663245275	0.238882170776483	0.0619195075312082
0.176962662763532	0.238882200271169	0.0619195375076366
0.176962663464225	0.238882185244527	0.0619195217803014
0.176962662713313	0.238882189384014	0.0619195266707017
