dispersal_times	null_raster	Elevation_16_k10_R
1.01506483750995	2.31047647556854	9.04089531441246
1.49898854366006	3.31775602547928	14.7462189585176
0.625994892280005	1.29853746671329	4.83886911020793
4.64877568433985	21.0603563382565	94.0715668557398
1.81171778437988	4.61150516869634	20.4674219575403
0.625991098449958	1.29857477967979	5.73273297927516
0	0	0
3.02292387040006	7.31313078707069	22.9691043620251
1.81755110570998	4.59247996775122	12.7695141239597
0	0	0
0	0	0
16.0421740772799	60.7270752681719	110.456760986042
1.59866022318988	3.20934967106987	5.69224129167489
0	0	0
2.53960016032988	6.7704986357726	14.00915663065
1.03235188678991	2.25433913490181	4.11779522792293
1.01510982381001	2.30103191172541	5.61242483934076
2.81938878769984	8.47409472902418	26.5932727925884
1.5002308661999	3.28899441045016	11.56794344341
3.96529603785984	10.2549392403322	25.1740393617857
2.77323332929018	8.18007803679373	15.3793614434344
2.96424716987008	9.13648778171196	20.9992919638751
0.630478228790025	1.29861213665635	1.73421089323954
1.03547768222984	2.30340581185609	2.66679856856285
1.57125683039999	2.01446750296987	2.50737642916972
18.8460157566901	13.9909372174118	16.6461964166358
2.4555722987202	5.895836452721	7.64946457909085
4.96806505792006	4.61150516869634	5.40423222356661
1.50877260751008	3.26948194718596	8.50231323413879
1.96941607419012	4.87469242272867	18.7041216426306
2.36556516164978	5.20037832231128	21.2411313073798
1.01834826255981	2.27436378588971	9.32356407082887
0.62685979028015	0.975338178807189	3.7876359216404
1.01848548813018	2.27188943028049	8.98563994404787
3.0724331322599	8.77365447225993	25.775664473498
3.24135182178998	9.70396535436231	40.7888299094742
4.92503120589981	18.6446092915709	74.8259617827166
0	0	0
2.71641575637	7.45602631613295	36.2822828552395
0.626903333239852	0.97282603668185	4.29144205326989
2.38397520949002	6.16885300850448	21.5323366854267
3.23652439678995	10.0101066476198	24.9437831933117
1.87365690157003	3.89753076350977	7.18244216273678
3.20330607968003	9.95940246598728	22.4848075165619
2.95453323301012	7.46543379990726	13.8162221395381
6.35041660415004	26.9149339674096	71.777315945918
1.50293529162013	3.59254641235768	12.9972357935004
6.35339261241006	22.694737810649	105.445826858805
0	0	0
1.01496187294993	2.30103191172541	14.0936296319483
1.01496187294993	2.30103191172541	14.0936296319483
0.625937277500043	1.0048310321763	4.24909213389708
0.625968699579971	1.00241977506906	6.74477059086081
2.40344281537	6.88146590013746	36.6412274361608
2.9449083295101	8.87173585153229	39.0804270755363
1.80850714549001	4.60202646647426	26.5711332020843
1.50101525720015	3.30345168679447	21.0832757779606
1.50153629567012	3.29864953638486	18.1414259075498
1.32503478643002	2	12.4860506057739
1.50213569725997	3.29383043136636	15.3792868488664
2.67341171528983	8.18007803679381	36.116814207527
0.625967678999814	1.29861213665635	8.09771778753737
2.51309864021005	7.16588059640336	25.4339238763421
1.95448543793009	4.89119594874254	17.5466574274338
4.34173566381992	17.2899458702446	85.1418980811587
2.96384051226005	9.46433084848038	34.6040535182199
1.33342973653998	1.9706071853086	7.86411902104753
1.99505381398012	4.24738668614911	15.1793871079391
1.95211009461013	4.30587146186361	20.6827177279049
2.29457180818008	5.19422458206261	37.5925190063072
1.32453931959003	2.59688878226587	21.6027741635984
2.29127554436991	4.04805399093515	26.9410927110567
2.48007023900004	6.72860217063668	41.7178700107166
0.62586170804002	1.29813028686362	8.57984441116306
1.01507907412997	2.33348691642062	13.6624997860353
1.49903637784018	3.3688802333245	16.5154157092207
1.49916777674002	3.62931845744445	24.3527365401735
0	0	0
1.01490020232995	2.33348691642062	15.3388573730826
4.04557995509003	NA	NA
0.626203760579983	1.2984258044311	4.62803830064033
2.15985824932	5.6258469165471	15.6693860356078
2.4099470148501	6.94533143924209	18.9110369657764
2.14859100501008	5.63292927546717	23.7037133470615
1.32961189843991	2.5965183113308	5.13951330301052
1.50434133312001	3.34590176906839	6.33710541386957
2.35110919584008	5.40282385601003	11.8947354507638
3.76563298819997	12.9310260779355	19.0549307487048
3.37083512008007	10.9140683942283	14.4367213851798
4.70478980433018	5.21118373244116	6.53875154109427
1.51367073488996	3.62259032455336	5.71424918430838
0.627485273599859	1.29827761356368	2.29953380259207
