# BEAST v10.5.0-beta5 Prerelease #fb0d1ded5
# Generated Sat Jan 04 13:08:35 CET 2025 [seed=1735992514683]
# TreeSimulations_22_MDS_LC_null_raster.xml
state	joint	prior	likelihood	location.precision.col11	location.precision.col12	location.precision.col21	location.precision.col22	correlation	location.varCovar.location.precision.col11	location.varCovar.location.precision.col12	location.varCovar.location.precision.col21	location.varCovar.location.precision.col22	location.squareddistTime4.correlation	location.squareddistTime4.Rsquared	location.squareddistTime4.spearman	location.diffusionRate1	location.traitLikelihood1
0	-929.2515095671536	-359.9948787639499	-569.2566308032036	0.05	0.002	0.002	0.05	-0.04	20.03205128205128	-0.8012820512820512	-0.8012820512820512	20.03205128205128	0.3220663079417829	0.10372670671125135	0.6303498362402444	19.245277688783613	-569.2566308032036
100000	-487.8097834827127	-315.2365844628996	-172.5731990198131	0.12662238747226956	-0.016676579006692983	-0.016676579006692983	0.10367094503893856	0.14555367917544984	8.06843442195169	1.2978938703361915	1.2978938703361917	9.85468425398492	0.15655222907859967	0.024508600429478347	0.5242276562674493	17.478091123141713	-172.5731990198131
200000	-446.2850566826538	-263.8804209124248	-182.40463577022896	0.18350681241535097	-0.023012667097057876	-0.023012667097057876	0.1096683385864938	0.16221844244375538	5.59666420097056	1.1743970207899053	1.174397020789905	9.36483602210509	0.1320854996590089	0.01744657922017004	0.5134768145844126	17.93810465307367	-182.40463577022896
300000	-407.70036066755017	-246.65719697991904	-161.0431636876311	0.2510672322264607	-0.08063048000703274	-0.08063048000703274	0.1974555410674972	0.3621342195183403	4.584170451166241	1.8719346234261383	1.8719346234261387	5.828831042200046	0.11940621412606499	0.014257843971919683	0.48034919548099964	17.541879203025967	-161.0431636876311
400000	-390.6051966447317	-210.43012026466255	-180.17507638006913	0.2261452854485107	-0.01447431277783389	-0.01447431277783389	0.1638420812286286	0.07519543153057309	4.447081461118244	0.39286883768835285	0.39286883768835285	6.138145334189266	0.11068937052305647	0.012252136746790482	0.501053408198423	17.654555782079978	-180.17507638006913
500000	-423.6588852622764	-245.34489980480717	-178.3139854574692	0.19867676474432464	-0.01550973535626967	-0.01550973535626967	0.13530481567808114	0.09459631544333957	5.078748197858556	0.5821673093833435	0.5821673093833435	7.457452684480217	0.15581993403923086	0.024279851843990258	0.47174032041623726	17.95942072474656	-178.3139854574692
600000	-391.51357165992715	-215.99981478172782	-175.51375687819933	0.2000081165342738	-0.024912218828412304	-0.024912218828412304	0.15766627042202289	0.14028757326245386	5.100171547414717	0.8058577735843385	0.8058577735843386	6.46984102858328	0.13987893912050925	0.01956611760947913	0.4396921060291783	17.6520071284399	-175.51375687819933
700000	-391.9141862065689	-225.10770428192987	-166.80648192463903	0.2497308894952324	-0.03393523312897642	-0.03393523312897642	0.15240586413732832	0.1739457676394186	4.129249651827308	0.9194334507774592	0.9194334507774593	6.766151646038554	0.19373261957620722	0.03753232788785943	0.5502721396049628	18.15883661432225	-166.80648192463903
800000	-398.0586271769236	-233.93106189684892	-164.1275652800747	0.2866895925845756	-0.1147663551046531	-0.1147663551046531	0.20055059815963855	0.47862639421439546	4.524604016927055	2.5892334207911407	2.5892334207911407	6.467978126830682	0.19389725828942247	0.03759614677215501	0.48132278338492973	16.994836925439216	-164.1275652800747
900000	-421.2675664505469	-242.65962449997858	-178.60794195056832	0.21074321825882525	-0.03506444072538842	-0.03506444072538842	0.11005623329489841	0.230241067381064	5.010734992618068	1.5964440620868514	1.5964440620868516	9.594898776491126	0.19565715737112213	0.03828172323054805	0.4819906375920634	17.947782774804857	-178.60794195056832
1000000	-415.47440611067015	-230.84736646457966	-184.62703964609048	0.18052077513023698	-0.05798204884548683	-0.05798204884548683	0.17360654181786578	0.3275268584173142	6.20518237826188	2.072440266271744	2.072440266271744	6.452316375977984	0.16379064032065319	0.026827373856649583	0.5442068956679182	18.773163868941438	-184.62703964609048
1100000	-338.5926369421065	-162.31721365142042	-176.27542329068606	0.33866362295751595	-0.06340155408482726	-0.06340155408482726	0.19920053692926187	0.24410145942154227	3.139873442789028	0.999359032717839	0.9993590327178389	5.33814281906595	0.17178152286650133	0.029508891598334322	0.5429942130286493	17.97269146395841	-176.27542329068606
1200000	-338.958840881963	-174.32813035153816	-164.63071053042484	0.41219269832809635	-0.07398249142545947	-0.07398249142545947	0.24133725379962948	0.23456684259776478	2.567307122572122	0.7870139159696721	0.7870139159696721	4.384840026266878	0.18701169319422561	0.034973373391371174	0.39489497955978015	17.401037169352875	-164.63071053042484
1300000	-393.561770632294	-222.5333999438163	-171.02837068847768	0.2252045352883543	-0.04085119379536429	-0.04085119379536429	0.144167182447831	0.22671642297860087	4.681013583734104	1.3264113914208746	1.3264113914208748	7.312243125683513	0.11819825386378853	0.0139708272164486	0.4881012838984524	17.492848873309622	-171.02837068847768
1400000	-391.6758424809176	-214.179167942168	-177.4966745387496	0.31210748683390693	-0.004359238966277331	-0.004359238966277331	0.18201480992298796	0.018289642661147902	3.2050965297608784	0.07676178487412896	0.07676178487412896	5.495896863485969	0.1809541719841036	0.032744412358452546	0.52853355839239	17.75906493467289	-177.4966745387496
1500000	-415.9888048019171	-241.92265600860114	-174.06614879331596	0.21346513646863982	-0.0496590272549493	-0.0496590272549493	0.13073267044633002	0.2972642373882324	5.138691471631493	1.9519406967922712	1.9519406967922714	8.390645372094482	0.06532929390484857	0.0042679166421060845	0.48036274296217507	17.93182072207372	-174.06614879331596
1600000	-398.4181944426275	-230.63748916542906	-167.78070527719848	0.2841895967779238	-0.06916329469785966	-0.06916329469785966	0.15257398133464814	0.33214777377724614	3.9551143366020187	1.7928924449192092	1.7928924449192094	7.366933330947056	0.144481293177142	0.020874844078139262	0.4622347485569186	17.806735893215514	-167.78070527719848
1700000	-376.1960891608436	-213.37820458535091	-162.8178845754927	0.29718913095573	-0.09821679137464072	-0.09821679137464072	0.18006328059531876	0.4245772325899207	4.104819241302629	2.2390027201587746	2.239002720158774	6.7748830245670995	0.1395085045863703	0.0194626228519253	0.4980872421172883	17.228961021408416	-162.8178845754927
1800000	-320.76833751194306	-148.74748107521006	-172.020856436733	0.38073910410922024	-0.12496807388279653	-0.12496807388279653	0.20339631207349104	0.4490697457719334	3.2899296014530215	2.0213550644666016	2.0213550644666016	6.158444252357127	0.16107531364843666	0.025945256666942248	0.43170897813546383	17.919215729819026	-172.020856436733
1900000	-381.7763487797158	-223.61750583468543	-158.15884294503041	0.28285025408560993	-0.009769869719215016	-0.009769869719215016	0.254499201446009	0.03641390659516254	3.5401337586502373	0.13590080210112251	0.13590080210112251	3.9345024559681865	0.13941897493873345	0.01943765057296719	0.4862694447546533	17.542474730348285	-158.15884294503041
2000000	-382.09565795405047	-215.6274655298411	-166.4681924242094	0.2433560776227745	-0.06364646397264871	-0.06364646397264871	0.2088682117778377	0.28230398436504595	4.465049482836322	1.3605929242488473	1.360592924248847	5.202308763434054	0.21444387531611914	0.04598617566059525	0.5148128891468199	17.044104747285832	-166.4681924242094
2100000	-421.07664168413504	-241.1051668159237	-179.97147486821135	0.18554019420192236	-0.07025207779162253	-0.07025207779162253	0.12440016508894396	0.462412634493232	6.855561156323856	3.871517496097703	3.871517496097703	10.224923314193662	0.13571777508005944	0.018419314472681605	0.5022378974309216	19.03256344470214	-179.97147486821135
2200000	-374.7531515358128	-195.9802608576632	-178.7728906781496	0.20573120076139875	-0.06794989266934755	-0.06794989266934755	0.15282200074372185	0.3832178712371624	5.697409903546049	2.533263467008601	2.5332634670086005	7.669936102014858	0.17906667321548841	0.032064873456462514	0.46804295649977024	19.000477974826637	-178.7728906781496
2300000	-426.0979207522708	-251.7148226193436	-174.3830981329272	0.20101031240441125	-0.041686136164685646	-0.041686136164685646	0.10820134134201231	0.28266116930137797	5.406863101309863	2.0830724339412865	2.083072433941286	10.044563474373346	0.17198626491546154	0.029579275319571316	0.42599157493130146	17.895991043942196	-174.3830981329272
2400000	-370.65991649147884	-190.6268671714639	-180.03304932001492	0.1851506614039646	-0.0254279591024817	-0.0254279591024817	0.14976052622502342	0.15270392205858638	5.529957139330152	0.9389358299000716	0.9389358299000716	6.8367496274961335	0.18495338925305865	0.034207756196193435	0.4514619379854895	18.492545345495042	-180.03304932001492
2500000	-418.10497479449106	-209.97014700039867	-208.1348277940924	0.22089272301387927	-0.022655032949110043	-0.022655032949110043	0.1291449287212827	0.13413290029175137	4.610026308463717	0.8087061485775414	0.8087061485775413	7.885104545141584	0.23586180056478903	0.05563078896566431	0.4688525100370359	18.36540139556324	-208.1348277940924
2600000	-404.5830260254191	-226.67183480428827	-177.91119122113082	0.23442819240861681	-0.04267276967919805	-0.04267276967919805	0.15968910038833933	0.22055061599912018	4.483802230932933	1.1981798345809145	1.1981798345809145	6.582350639831681	0.16896230987519703	0.028548262158362103	0.4380773927323256	17.896697958585055	-177.91119122113082
2700000	-428.1572760574254	-236.3775139842852	-191.77976207314018	0.235897345211881	-0.06891273388530586	-0.06891273388530586	0.14523772281773079	0.3723044586487961	4.921272670978246	2.335056949204314	2.335056949204314	7.993206831013637	0.18448206595216976	0.03403363265798071	0.5075653528661161	19.18234563054702	-191.77976207314018
2800000	-380.5787755041778	-186.85802848437902	-193.7207470197988	0.20283846946924347	-0.064232776960984	-0.064232776960984	0.1322475549184019	0.3921820479977237	5.826129356031247	2.829757175493334	2.829757175493334	8.935992519758624	0.22302659318956802	0.04974086126974507	0.45716359681963725	19.127130867428427	-193.7207470197988
2900000	-397.7470399678332	-222.40781673287123	-175.33922323496193	0.21077511505895988	-0.07112394494936924	-0.07112394494936924	0.13481246003249495	0.42193072588002883	5.771947072344717	3.0451461662013055	3.0451461662013055	9.024260873174791	0.11744766048066382	0.013793952952381283	0.4688858295177646	18.342425543593034	-175.33922323496193
3000000	-342.848361528507	-167.3214813213297	-175.52688020717724	0.2910965742329103	-0.04027266178068298	-0.04027266178068298	0.21421169587845754	0.16127616874245806	3.5270239498356317	0.6630947112462671	0.663094711246267	4.792943657087364	0.12134196375206154	0.014723872167206616	0.4259322589326415	18.088674417370896	-175.52688020717724
3100000	-379.7845518799911	-214.8948476090243	-164.88970427096683	0.21391132927979273	-0.01147259374690193	-0.01147259374690193	0.22398176204671236	0.052412924576137575	4.687711891961538	0.2401097912953273	0.24010979129532725	4.47694791275486	0.16798683522620053	0.028219576809314646	0.4904731915485686	17.317909748702032	-164.88970427096683
3200000	-387.0686701069168	-222.35510347063496	-164.7135666362818	0.26724275598184394	-0.056589612844106095	-0.056589612844106095	0.20789537964536872	0.24008295788446082	3.9707919684973203	1.0808589424404509	1.080858942440451	5.104324063872647	0.14682401721457453	0.021557292031025677	0.47337480571264323	17.12411588004212	-164.7135666362818
3300000	-392.2900033159243	-194.5166301088955	-197.7733732070288	0.1849098783567209	-0.049611346871565286	-0.049611346871565286	0.15149984711566986	0.29641137356348585	5.928956229417759	1.9415432403664026	1.9415432403664028	7.236459943929318	0.21042295787578033	0.044277821201192426	0.5319427637227746	17.704936934918848	-197.7733732070288
3400000	-388.1770330417529	-216.81307358895225	-171.36395945280069	0.22887477857306618	-0.050830155246609436	-0.050830155246609436	0.15627763802374878	0.26876582696403745	4.709384074081338	1.5317528894638606	1.5317528894638606	6.897079139416565	0.20571368053871697	0.0423181183607853	0.519073755050556	18.342506522104387	-171.36395945280069
3500000	-358.9422601131846	-189.53769711057726	-169.40456300260738	0.3870180273418559	-0.02843130139274767	-0.02843130139274767	0.18937040179421316	0.1050207441851599	2.6126750916782737	0.3922564047445538	0.3922564047445538	5.339548052315677	0.1431822074114127	0.020501144519204803	0.4117517076233873	16.929777675852797	-169.40456300260738
3600000	-379.84815863216534	-209.23330936655697	-170.6148492656084	0.291424106909055	-0.07772481371298878	-0.07772481371298878	0.20290547283116223	0.31963186743820515	3.8218863408260693	1.4640088299643967	1.464008829964397	5.489205382399609	0.16147032551457716	0.026072666021783507	0.45079994214859387	17.495215911485413	-170.6148492656084
3700000	-417.51359214850106	-253.19620988796734	-164.31738226053375	0.26252417719984755	-0.0551682030333418	-0.0551682030333418	0.13612675628959195	0.2918316812477308	4.16378473847377	1.6874604824240134	1.6874604824240136	8.029972889236364	0.19178755834698336	0.03678246753669755	0.42824924436177636	17.636872969814267	-164.31738226053375
