collection_date	latitude	longitude
31	1982.5	38.9838751320696	-76.866392887946
37	1982.66666666667	38.8765064494897	-78.3815224274196
32	1982.91666666667	39.6079190534879	-77.6621559425306
51	1983.08333333333	38.9806339613893	-78.240844020849
49	1983.25	38.7562398872083	-77.8051937126834
58	1983.58333333333	38.9951748336549	-78.4792026730944
15	1983.66666666667	39.8795959629885	-78.8085913650906
56	1983.66666666667	39.4360051993549	-78.1679216186572
21	1983.75	39.4903062012307	-77.16278166348
48	1983.75	38.7562398872083	-77.8051937126834
19	1983.91666666667	38.5536308971351	-78.5683540712018
33	1984.08333333333	39.2508535609737	-77.5773544165688
52	1984.5	39.5644401967501	-78.271107621984
27	1984.66666666667	38.9611140619404	-77.7548371598472
62	1984.66666666667	39.2215717295064	-78.6789043908056
34	1985.08333333333	38.6314246141202	-79.4001148150786
63	1985.5	39.5374490814103	-78.7457183629837
45	1985.58333333333	39.1835368978277	-77.9612610487844
55	1985.66666666667	39.5644401967501	-78.271107621984
75	1985.66666666667	39.6827812167272	-78.1401083477416
72	1985.75	39.1618295386645	-77.716944884483
74	1986.41666666667	39.7958567202406	-77.3985565562301
77	1986.66666666667	39.3280381349042	-78.3033466927048
68	1987.33333333333	39.1089055273663	-78.5789488618135
41	1987.66666666667	39.121082248792	-79.0589778553948
80	1987.66666666667	39.1835368978277	-77.9612610487844
76	1988.83333333333	38.8693267432006	-79.6057614529329
102	1989.08333333333	39.3765402253685	-77.6864438916591
83	1989.25	38.712953359827	-78.8990142425192
103	1990	39.6079190534879	-77.6621559425306
73	1990.33333333333	38.6464559926077	-77.9531255812382
117	1990.66666666667	39.2416733577319	-83.0761656659089
113	1990.75	38.763146198213	-78.2839666569602
99	1990.91666666667	39.2855924970705	-84.9682897296309
123	1990.91666666667	39.4122994773542	-78.8828262261887
101	1991	39.2169898261314	-78.4406999333505
111	1991.33333333333	39.2581405674558	-82.7842049729312
138	1991.58333333333	38.9540880911722	-79.7127506179062
121	1991.75	38.3039386567234	-78.395601085618
139	1991.75	39.1334828050776	-80.1611956097767
140	1992.33333333333	39.1885323534068	-82.615286625091
120	1992.58333333333	37.570348452163	-78.2391693616463
141	1992.75	39.1912006611318	-82.8569961028975
145	1993.25	39.121082248792	-79.0589778553948
165	1993.41666666667	38.6463405219791	-77.7136850097906
153	1993.75	40.3668647836594	-79.3961151517849
57	1993.83333333333	39.3522903498352	-76.65023257832
110	1993.91666666667	39.3890650788488	-80.8543470082639
131	1993.91666666667	39.0300891821576	-77.3640897258178
155	1993.91666666667	39.0046640831531	-79.5868304888361
144	1994	39.0060061775738	-78.7179001974743
161	1994.08333333333	38.7562398872083	-77.8051937126834
157	1994.33333333333	38.7605134603016	-79.138241942601
147	1994.41666666667	39.4985075266304	-82.0431519449215
174	1995.16666666667	39.3110709762174	-79.8617038340427
127	1995.33333333333	40.5872042256062	-78.631545905786
159	1995.41666666667	39.085818613386	-78.1006913151455
179	1995.5	39.2072315256058	-78.2015356939133
164	1995.5	38.7562398872083	-77.8051937126834
167	1995.5	38.1758859594877	-79.4381397686353
118	1995.58333333333	37.9318137881438	-78.4060136687478
67	1995.75	39.2920023545356	-77.1858139696174
170	1995.75	39.7591126880243	-77.772887887846
168	1995.83333333333	39.2879489860981	-80.1133631301248
185	1995.91666666667	39.2454795801636	-76.93222682497
171	1996.25	39.6079190534879	-77.6621559425306
182	1997.08333333333	38.6521493447856	-78.1893207448972
89	1997.5	39.6009502717111	-76.365313776897
