collection_date	latitude	longitude
41	1982.33333333333	38.2334479789614	-77.3663966343361
49	1982.33333333333	38.5282416167784	-78.2186593756396
61	1982.33333333333	38.7077814332801	-79.5853249335779
47	1982.41666666667	38.338743373009	-77.5463799243032
54	1982.58333333333	38.985060068569	-79.669890922263
48	1983	38.1716711070188	-78.1900312233315
11	1983.08333333333	38.9808426726238	-79.4168877120142
51	1983.08333333333	38.8127663914092	-78.8089234408477
42	1983.33333333333	38.4303770423908	-79.0425719868026
33	1983.41666666667	38.7577786256201	-79.4202772800249
58	1983.5	38.2025605793308	-78.4460369807663
70	1983.5	38.6082764822328	-78.2716977590106
32	1983.75	38.6082764822328	-78.2716977590106
57	1983.83333333333	39.1432919097246	-78.6268648895606
46	1983.91666666667	38.0763293069767	-77.4334140951925
85	1984	38.7012704150474	-77.4654226252196
68	1984.08333333333	38.8241137723063	-77.9695723730066
50	1984.33333333333	39.0969431172067	-78.7107371706515
90	1984.41666666667	39.5921463245127	-79.1769183179395
83	1984.66666666667	38.8699889190115	-79.4240984726646
81	1984.91666666667	37.9088844527801	-77.7170502644707
63	1985.08333333333	38.9768548214063	-79.2742975206035
60	1985.25	38.6195088599917	-79.6585827966692
97	1985.41666666667	38.597266527254	-77.9551928809671
72	1986.16666666667	39.3388302538716	-79.2019456070749
101	1986.16666666667	38.2502469976039	-77.743910032554
59	1986.25	38.517561339618	-77.8262749061666
67	1986.41666666667	38.2471492444277	-77.598738921635
108	1986.41666666667	38.8241137475305	-77.9695723584222
78	1986.5	38.7965915599689	-79.6803640303964
100	1986.5	38.345956746291	-78.2961750273015
119	1986.66666666667	44.8237939369357	-73.8148704250194
84	1986.75	39.4232154415349	-79.0710453492538
115	1986.75	38.9999301665295	-77.8555121885711
88	1987	38.6065363486432	-79.3329401392642
109	1987.66666666667	39.7313694883264	-77.549350488906
118	1987.66666666667	39.2861139296495	-77.4747620723002
122	1987.75	38.8699898587884	-79.4240980765098
135	1988.41666666667	39.4651866873641	-80.0265959659196
75	1988.5	38.707615007895	-79.4754996167652
80	1988.5	37.8279026527967	-77.5632477846973
144	1988.66666666667	38.9236128450766	-79.4831383713242
152	1988.83333333333	38.548937579882	-79.7751147762969
89	1988.91666666667	39.10230230858	-79.5750526901328
93	1989	38.1017839493819	-77.5928728035971
120	1989.08333333333	38.6463924752896	-79.2740977971941
142	1989.08333333333	39.3690369056778	-79.2780038236927
149	1989.41666666667	38.7239068716623	-78.9749319210686
124	1989.5	39.1263204957207	-79.4667073399196
164	1989.5	39.4623481681733	-79.5527664318354
116	1989.91666666667	38.6164895995993	-79.4545431754003
156	1990	39.3690368979904	-79.2780038205447
134	1990.08333333333	39.31538970709	-79.9461655367399
40	1990.41666666667	39.3049191065887	-78.0856646711122
165	1990.58333333333	39.3147562939356	-79.6282241351416
168	1990.75	39.1468345586748	-79.9854235187026
105	1990.91666666667	38.6918286651505	-79.2050186337272
28	1991.08333333333	38.6607762341473	-79.6261954744632
139	1991.5	39.1601817503419	-79.7006199437261
177	1991.66666666667	38.7876186078045	-79.0507153329507
187	1991.91666666667	38.9293639128227	-78.8004629262313
166	1992.33333333333	38.7334151409037	-79.7830675369257
151	1992.41666666667	39.0310155199581	-79.4763827440527
174	1992.58333333333	38.8016259948162	-79.2052142255897
196	1992.58333333333	39.0851566669098	-79.4086949172113
130	1992.83333333333	38.7681732608361	-79.8105674115249
188	1992.91666666667	38.8699898408997	-79.4240980547556
167	1993.16666666667	38.8025957208298	-80.0245029544183
200	1993.16666666667	38.5221029503232	-79.7871294339338
212	1993.41666666667	39.126320490368	-79.4667073238195
98	1993.58333333333	38.9820669772191	-80.0860814815022
125	1993.58333333333	38.142851220254	-77.3626311092136
199	1993.91666666667	38.8135657274908	-79.4859933144966
192	1994	39.4698223579449	-79.6715904514088
204	1994.08333333333	38.7010483970448	-79.3495335045406
222	1994.33333333333	38.635180058486	-79.1282866945778
181	1994.33333333333	38.979895721924	-80.0181129413645
225	1994.33333333333	38.5954072457894	-79.1962871849039
239	1994.58333333333	39.4958078760348	-79.8518794458395
235	1994.66666666667	38.7928725743741	-77.6617529308548
141	1994.75	38.8127673701179	-78.8089229212827
215	1994.83333333333	38.5285564054094	-78.5344008217093
231	1994.91666666667	38.4398064649482	-77.5620162500895
224	1995	38.7010483916615	-79.3495334909614
237	1995	38.5459179588953	-79.8319003972251
240	1995.58333333333	38.9395467225987	-77.6392340940651
180	1995.66666666667	38.9072284376757	-80.1203477929986
244	1995.75	38.211509669857	-77.3201822439529
214	1995.83333333333	38.7876186190986	-79.0507153102014
198	1996	39.0310155218983	-79.4763827344138
217	1996.16666666667	39.1904936174849	-79.9352627237999
257	1996.83333333333	39.304919057412	-78.0856645601206
249	1996.91666666667	39.3781890331747	-78.8182914663622
172	1997	38.6204314958109	-79.5638423150559
266	1997.33333333333	38.5471472023755	-79.9550609839183
253	1997.66666666667	39.354740272419	-79.5303037892771
280	1997.75	38.5802432874027	-79.7585909448354
277	1997.91666666667	38.7684348174888	-78.8928386713712
282	1997.91666666667	38.376448718702	-78.5041289790274
288	1997.91666666667	39.2639772427021	-77.2295199003371
263	1998	39.5004411505787	-78.9473910860217
202	1998.16666666667	38.599728311177	-79.9477139117954
229	1998.25	38.5481385933185	-79.8708680677848
107	1998.33333333333	37.239235362399	-77.2778954768803
267	1998.33333333333	38.506459193372	-79.9036430715538
299	1998.58333333333	37.7030566067891	-77.318548561371
286	1998.66666666667	38.4509040754364	-79.1656816461383
270	1998.83333333333	38.5527541556605	-77.5902554005879
290	1999.08333333333	38.8508108930521	-78.222553105924
298	1999.08333333333	37.6835775299667	-77.2984921439445
238	1999.66666666667	39.3388311875583	-79.201945125777
221	1999.91666666667	38.4418175978617	-79.9654751254823
302	1999.91666666667	37.7778311979862	-77.2761445803983
300	2000	38.6862774467125	-77.562338961782
306	2000	38.251331807209	-78.4865590970603
311	2000	38.911074729696	-79.589532894956
324	2000.08333333333	39.2775165680115	-78.8016126525862
220	2000.25	38.4503079581447	-80.0139156404634
337	2000.25	38.2428265783993	-78.0661245774689
331	2000.33333333333	38.7928725370471	-77.6617528596928
243	2000.41666666667	38.4786240947794	-78.9113671634109
211	2000.58333333333	38.8525368620519	-79.637615476329
308	2000.58333333333	38.0245607416576	-77.3000839837545
332	2000.66666666667	39.5935022724267	-79.1606302090136
268	2000.75	38.5061620291342	-79.3524713296884
301	2000.75	39.5578876789524	-79.1035646895393
329	2000.83333333333	39.4625625266186	-79.2427027780977
260	2000.83333333333	37.7225898827199	-77.4135408339467
275	2001	38.6557382467193	-79.4071527879918
264	2001.25	38.3313968632434	-77.7639754598948
310	2001.33333333333	38.7533058683728	-79.6376589300014
303	2001.58333333333	38.0763289667273	-77.433414259513
272	2001.66666666667	38.8407010948066	-80.0154574032689
339	2001.66666666667	38.6467493979072	-79.8305878641754
312	2001.83333333333	38.8135657155314	-79.4859932757015
318	2001.83333333333	38.0728081570829	-78.2781661759291
321	2001.83333333333	38.4981061868674	-79.0479413983521
341	2001.91666666667	38.5224356003182	-79.8368006772853
327	2002.08333333333	39.3762001435717	-79.9670767819413
338	2002.08333333333	38.5459179313567	-79.8319003781728
276	2002.16666666667	38.5812621187622	-79.0525708718099
292	2002.25	39.5344016737472	-78.889476301633
201	2002.58333333333	38.5759726256608	-79.8973360627009
254	2002.58333333333	38.5802432749	-79.7585909494771
255	2002.83333333333	38.6526270492746	-79.776070715924
271	2002.83333333333	38.886977214487	-77.7932330515547
343	2002.91666666667	39.0363172696208	-79.7397415828413
344	2002.91666666667	38.6195098860143	-79.6585823258304
293	2003	39.1269296593936	-79.6189540075388
316	2003	39.078215311073	-79.1158614977617
322	2003	38.2449270282962	-77.4389510911507
234	2003.08333333333	39.4386777524514	-79.9948575636249
330	2003.08333333333	38.1736146313882	-77.6593346634035
334	2003.16666666667	39.2057788474319	-80.0701554018978
320	2003.16666666667	38.7031869746739	-79.6760989193267
345	2003.25	38.5534458607342	-79.6228124164564
336	2003.33333333333	37.9938096714685	-78.2941504124572
233	2003.41666666667	39.2613919783838	-79.9360875695526
355	2003.41666666667	39.4168085937177	-80.0497157511311
278	2003.75	38.5502012371098	-79.5299357800775
287	2003.75	38.3014239102956	-78.9279251732345
326	2004	39.303642206293	-80.1495364607992
351	2004.08333333333	38.4398064173928	-77.5620162544061
279	2004.58333333333	38.6065363302665	-79.3329399567612
368	2004.7	38.8502964357365	-79.9537647006963
