# BEAST v10.5.0-beta5 Prerelease #fb0d1ded5
# Generated Sun Jan 05 07:47:08 CET 2025 [seed=1736059627654]
# TreeSimulations_44_MDS_CS_null_raster.xml
state	joint	prior	likelihood	location.precision.col11	location.precision.col12	location.precision.col21	location.precision.col22	correlation	location.varCovar.location.precision.col11	location.varCovar.location.precision.col12	location.varCovar.location.precision.col21	location.varCovar.location.precision.col22	location.squareddistTime4.correlation	location.squareddistTime4.Rsquared	location.squareddistTime4.spearman	location.diffusionRate1	location.traitLikelihood1
0	-855.0012508147313	-396.8872806269915	-458.1139701877397	0.05	0.002	0.002	0.05	-0.04	20.03205128205128	-0.8012820512820512	-0.8012820512820512	20.03205128205128	0.12537044046547346	0.015717747342506826	0.5954049614335459	12.226823035446596	-458.1139701877397
100000	-404.24801605481855	-336.83618291910847	-67.41183313571011	0.24450318596529202	0.0063746583061365875	0.0063746583061365875	0.17446014714963048	-0.03086501783362376	4.09382623698854	-0.14958570110064334	-0.14958570110064334	5.737433872926322	0.07670152136084418	0.005883123379068036	0.5432186179488441	10.565155237414368	-67.41183313571011
200000	-346.7752569239592	-304.41764597065816	-42.35761095330105	0.3852927895423969	-0.029230039427036832	-0.029230039427036832	0.43783103920969013	0.07116733234909099	2.6086410105436704	0.17415549095562866	0.17415549095562868	2.2956128777012097	0.08475367431495336	0.007183185309885184	0.533896250498822	10.095146672002342	-42.35761095330105
300000	-241.3878160387061	-213.31540213929844	-28.072413899407643	0.5442814976911536	-0.00504405598946149	-0.00504405598946149	0.808757141039047	0.007602545865326747	1.8373907735000559	0.011459437531701226	0.011459437531701228	1.2365365958434669	0.08851241957700477	0.007834448419375738	0.5272612351105062	10.098392431597029	-28.072413899407643
400000	-254.1649853522053	-228.09614630994102	-26.068839042264266	0.7540616558308804	-0.03201923663115377	-0.03201923663115377	0.6561243642019837	0.04552127970509421	1.328905245389732	0.06485132062466192	0.06485132062466192	1.5272660862086824	0.09033799138810239	0.008160952688036861	0.48764575167686175	9.958187529249864	-26.068839042264266
500000	-197.14461191152182	-182.38595597631686	-14.758655935204953	0.9444088363291832	-0.0591424144341326	-0.0591424144341326	1.1289030670097049	0.05727837689451558	1.06234881867452	0.055655685544452084	0.05565568554445208	0.8887314074517089	0.08832212053534327	0.007800796975859706	0.495660795600527	9.706336050628165	-14.758655935204953
600000	-251.8681971459651	-223.6459801524632	-28.222216993501902	0.5468649321115518	-0.10162029175873837	-0.10162029175873837	0.9332531974034597	0.14224619453998502	1.8663691691037172	0.20322564125311052	0.20322564125311054	1.0936494531137988	0.07334432969106558	0.005379390697831724	0.4897164777976395	10.224734357585621	-28.222216993501902
700000	-270.601007540114	-232.90524046818751	-37.695767071926454	0.6509287971754301	0.06428969031098603	0.06428969031098603	0.7395365446773893	-0.0926605281373927	1.5495709134739386	-0.13470792601007897	-0.13470792601007897	1.3639087048573573	0.062100498186929066	0.0038564718750647804	0.5323054867682351	9.867975749982765	-37.695767071926454
800000	-253.74103102117775	-232.1444393991058	-21.59659162207194	0.7167954723501432	-0.03186689834812102	-0.03186689834812102	0.7200193826127819	0.04435780776732011	1.3978485256982125	0.06186652463833965	0.06186652463833966	1.3915896133460761	0.0580076796187382	0.003364890894750175	0.5168499324882059	9.761216556634924	-21.59659162207194
900000	-261.74339657732696	-237.35706140271074	-24.386335174616235	0.5792291016197677	0.09117391858035676	0.09117391858035676	0.6204509792665477	-0.15208686117951797	1.7673112325740825	-0.259702532205427	-0.259702532205427	1.6498935963265435	0.05769577771496515	0.0033288027661346697	0.4098814580360901	9.620857404246001	-24.386335174616235
