# BEAST v10.5.0-beta5 Prerelease #fb0d1ded5
# Generated Sat Jan 04 10:42:19 CET 2025 [seed=1735983738639]
# TreeSimulations_19_MDS_CS_null_raster.xml
state	joint	prior	likelihood	location.precision.col11	location.precision.col12	location.precision.col21	location.precision.col22	correlation	location.varCovar.location.precision.col11	location.varCovar.location.precision.col12	location.varCovar.location.precision.col21	location.varCovar.location.precision.col22	location.squareddistTime4.correlation	location.squareddistTime4.Rsquared	location.squareddistTime4.spearman	location.diffusionRate1	location.traitLikelihood1
0	-617.6771856739485	-280.53432090509096	-337.1428647688575	0.05	0.002	0.002	0.05	-0.04	20.03205128205128	-0.8012820512820512	-0.8012820512820512	20.03205128205128	0.23874548312609395	0.05699940571311201	0.6655048817383333	19.917445179662522	-337.1428647688575
100000	-348.2951721787804	-187.04385425118653	-161.25131792759387	0.077974051261567	0.06269788415960144	0.06269788415960144	0.2842420909525768	-0.4211469316120137	15.58987307136569	-3.4388012437413957	-3.4388012437413953	4.276655712579894	0.13777889199460808	0.018983023079261876	0.4872926391687711	20.94268784661307	-161.25131792759387
200000	-331.5955374796073	-191.5178271001201	-140.0777103794872	0.09244912355749398	0.0164525688535145	0.0164525688535145	0.28062401162801764	-0.10214565636943367	10.93080936713398	-0.6408571123122586	-0.6408571123122585	3.6010594385811587	0.17956593097973503	0.032243923568618965	0.5940006137440007	19.377449339747844	-140.0777103794872
300000	-308.7336179925612	-163.55557773856268	-145.17804025399857	0.11714501589142912	0.06553790978209795	0.06553790978209795	0.5519838974959999	-0.2577314837989137	9.14381039313375	-1.0856588812251575	-1.0856588812251575	1.9405490244751753	0.13561988844390907	0.01839275414153834	0.48372534878669615	19.684227605336115	-145.17804025399857
400000	-328.10203979603034	-190.26615365921077	-137.83588613681957	0.11947877820147906	0.09170958617070399	0.09170958617070399	0.6004129385122607	-0.34240833362734274	9.48130869796056	-1.4482147889771086	-1.4482147889771084	1.886726794712888	0.09303970018038916	0.008656385809656707	0.4684273544309766	18.0784816523841	-137.83588613681957
500000	-276.8756234468283	-149.38826308608844	-127.48736036073986	0.2433914425509086	0.11402697921913102	0.11402697921913102	0.6609837963985941	-0.2842886756074731	4.469862391793902	-0.7711004548651635	-0.7711004548651635	1.64591970555163	0.11711538010436487	0.013716012256989863	0.5131672823431107	18.72366021270598	-127.48736036073986
600000	-283.055678218068	-152.83518555537947	-130.22049266268857	0.20864250792812877	0.12377413007239176	0.12377413007239176	0.48830432471586027	-0.38777803009700673	5.641158304977028	-1.4299063646537904	-1.4299063646537902	2.410352226666999	0.1429148957600779	0.020424667430113935	0.4795814173157744	18.53739074613344	-130.22049266268857
700000	-337.2983637989872	-193.69456204698236	-143.60380175200487	0.10396614628197022	0.04144510193022265	0.04144510193022265	0.48591422554523306	-0.18439427458991184	9.957068356647188	-0.849268638933935	-0.8492686389339351	2.1304130870940994	0.08212254910633689	0.006744113071722713	0.51191274013507	19.691352865317324	-143.60380175200487
800000	-286.0698636499739	-161.4389936430446	-124.6308700069293	0.19895955213915237	0.06150760268499254	0.06150760268499254	0.6249992934291257	-0.17442415986139098	5.183859872020868	-0.5101554461502648	-0.5101554461502648	1.6502073671645725	0.10129062074885714	0.010259789851688808	0.45434216150742945	19.217592347458538	-124.6308700069293
900000	-281.82893150443846	-160.14323443330065	-121.68569707113781	0.254989129430078	0.20903216459897186	0.20903216459897186	0.7312712985870233	-0.4840754084819861	5.1219594518217395	-1.464099949322776	-1.464099949322776	1.7859910324933421	0.060707486017825746	0.0036853988586045086	0.49860748133839483	18.583200167549844	-121.68569707113781
1000000	-292.77104326707973	-165.9592072092949	-126.81183605778482	0.14978148299676636	0.05102657472329152	0.05102657472329152	0.6838401662196281	-0.1594373436763683	6.850535131277223	-0.5111711186885495	-0.5111711186885494	1.5004724231928253	0.09736081076558592	0.009479127472932232	0.4584791361823731	18.002866598430472	-126.81183605778482
1100000	-272.2522253835591	-155.36807378076418	-116.88415160279494	0.33693711485342326	0.18136910488881883	0.18136910488881883	1.015295316526055	-0.31009352066787566	3.2836633433828	-0.5865831070543318	-0.5865831070543319	1.0897204341048035	0.07642706117952532	0.005841095680538906	0.45011320253010945	18.53194558362959	-116.88415160279494
