collection_date	latitude	longitude
18	1982.33333333333	38.0425743829345	-79.6358648118313
51	1982.33333333333	39.7812727328653	-78.4413341317635
61	1982.41666666667	39.9356282461427	-78.0670320815973
38	1982.5	37.7753942247635	-78.7213223993233
27	1982.58333333333	39.9490880297959	-78.2810464521191
11	1982.75	37.9885231584548	-76.7949930071201
53	1983	38.7541611235594	-79.0454848011825
55	1983.08333333333	39.0838087582727	-76.3650833845424
72	1983.25	38.3705175327358	-78.4011689913004
66	1983.58333333333	38.3731833022741	-77.9661501887282
62	1983.66666666667	40.8228121766076	-77.9556656081844
68	1983.66666666667	36.9815509320217	-76.9376240452697
30	1983.75	37.2857873649082	-77.2830270945689
63	1983.75	40.7058864548551	-78.5759567143787
77	1983.75	38.7541611235594	-79.0454848011825
43	1983.91666666667	38.7069897940225	-77.2397112970329
79	1984.25	38.7541611235594	-79.0454848011825
24	1984.33333333333	41.0175520310047	-79.7707125046284
40	1984.33333333333	38.3778386255321	-77.4157703383553
71	1984.66666666667	37.6326542573729	-79.484129373914
52	1984.75	38.761021598312	-78.7794872986083
34	1985	38.1823167407797	-78.1366865527437
86	1985.08333333333	36.7662410700776	-77.6876027324101
76	1985.16666666667	38.3737859412885	-78.6536744144724
92	1985.33333333333	40.0366149558087	-79.081850708302
100	1985.66666666667	39.0018058967364	-79.7278053850603
101	1985.66666666667	38.8045794984679	-79.6479496056883
89	1985.83333333333	38.7541611235594	-79.0454848011825
105	1985.83333333333	38.3681156761258	-78.1710369261017
99	1986	37.785942877287	-78.9980268651673
47	1986.08333333333	38.5709640329065	-78.4754197352338
117	1986.41666666667	38.5807198290914	-79.2716917882316
109	1987	38.9232796690633	-76.0943910893044
104	1987.08333333333	37.9771171717596	-77.6773688254142
107	1987.16666666667	38.1688985089211	-78.58350811688
123	1987.16666666667	39.646401022852	-76.795473469879
59	1987.33333333333	38.2151271796553	-79.422928036033
106	1987.66666666667	38.5807198290914	-79.2716917882316
81	1987.75	38.1688985089211	-78.58350811688
93	1987.91666666667	39.7166553768514	-79.4719105499473
39	1988	38.0425743829345	-79.6358648118313
60	1988	40.134068940969	-78.3516217258018
122	1988.16666666667	37.9991466288561	-76.7058663308168
75	1988.25	38.6089055902893	-79.5696018172009
132	1988.5	38.6089055902893	-79.5696018172009
134	1988.5	37.5863100759886	-78.9364752512162
138	1988.5	37.785942877287	-78.9980268651673
65	1988.58333333333	38.5807198290914	-79.2716917882316
125	1988.58333333333	39.2744693833039	-78.997364447332
143	1989.16666666667	38.5700770959675	-77.6388724981352
141	1989.58333333333	35.3064629410223	-78.2161564347604
153	1989.58333333333	38.6424501015348	-76.8898234661814
42	1989.66666666667	34.906168191216	-78.2922277914322
116	1990.16666666667	38.7541611235594	-79.0454848011825
87	1990.41666666667	36.2806622160312	-80.0140587099844
146	1990.58333333333	39.1595942015943	-77.2121114222781
156	1990.83333333333	39.8144999522312	-79.9909054077921
136	1991	38.9599805300069	-79.4268433189148
152	1991.08333333333	38.7490743493824	-77.8613203643169
144	1991.33333333333	39.6307962582597	-78.8937605777843
150	1991.91666666667	39.3119997599141	-79.3003105032076
158	1992	37.6001922120595	-77.8499120157525
128	1992.58333333333	38.8459124171311	-77.1502990365624
151	1992.66666666667	38.8045794984679	-79.6479496056883
157	1993.08333333333	40.0306878981877	-80.2233556772263
169	1993.16666666667	38.1929170561186	-79.1365780190925
137	1993.25	39.7166553768514	-79.4719105499473
154	1993.83333333333	38.9249722252846	-77.9310288124876
175	1994.5	39.5613758506608	-79.6719064777938
148	1994.75	35.3221200555239	-79.1818784339348
118	1994.83333333333	38.2836613562691	-79.9965487033506
171	1995.5	39.6307962582597	-78.8937605777843
192	1995.58333333333	39.4388285563529	-78.7954738785824
155	1995.91666666667	39.8317617894593	-78.9909406538355
160	1996.33333333333	38.761021598312	-78.7794872986083
162	1996.58333333333	38.9599805300069	-79.4268433189148
187	1996.58333333333	38.9336516162918	-78.834029071871
184	1996.91666666667	38.3681156761258	-78.1710369261017
194	1997.16666666667	35.5344204655673	-80.8476959222354
200	1997.33333333333	37.5765859987128	-78.6695946601186
182	1997.83333333333	35.5851809432395	-81.5924332635238
216	1998.08333333333	33.5099616418466	-80.2052673384438
208	1998.33333333333	33.9799374160063	-79.0329069586724
179	1998.58333333333	38.9599805300069	-79.4268433189148
189	1998.91666666667	38.8045794984679	-79.6479496056883
218	1999.41666666667	38.7582484444511	-78.3008889940218
225	1999.41666666667	38.1820750400854	-77.5191299095973
220	1999.58333333333	38.9416817787859	-78.5994170123105
180	1999.66666666667	37.2892937693772	-77.1938747456459
197	1999.75	39.0018058967364	-79.7278053850603
230	1999.75	34.8141703246832	-79.6782259249032
243	2000	38.762990789704	-78.546134810204
237	2000.08333333333	38.2836613562691	-79.9965487033506
242	2000.16666666667	38.762990789704	-78.546134810204
206	2000.33333333333	39.1551852719752	-79.5100801032296
207	2000.58333333333	38.5807198290914	-79.2716917882316
201	2000.83333333333	38.5676791075806	-77.8128224153805
231	2001.25	33.3893318271973	-79.740734564561
234	2001.41666666667	38.7548508294475	-80.4265905210918
251	2001.41666666667	39.1551852719752	-79.5100801032296
217	2001.66666666667	33.9990767077319	-81.2084811756154
245	2001.75	37.652421588075	-76.9484571185726
253	2001.75	38.9336516162918	-78.834029071871
257	2002.08333333333	41.192825351369	-79.5884799294649
215	2002.16666666667	34.949583182413	-77.5966179225747
224	2002.25	38.9249722252846	-77.9310288124876
265	2002.58333333333	39.0526065599896	-80.0206978373515
271	2002.75	39.3569356804837	-79.5936863293489
