collection_date	latitude	longitude
267	2003	38.8526287422183	-79.9464163193368
223	2003.08333333333	39.2014173210191	-79.804636003082
252	2003.25	39.0991343064033	-78.909994705389
269	2003.33333333333	38.5807198290914	-79.2716917882316
229	2003.41666666667	41.4484727388891	-80.2313857838762
278	2003.75	38.1716296599547	-77.393353592795
289	2003.75	38.4475855306628	-79.7861075085258
282	2003.83333333333	38.3907281752124	-79.2017641093046
290	2003.83333333333	37.9692560259148	-77.5197574335348
233	2003.91666666667	37.5765859987128	-78.6695946601186
259	2004.08333333333	34.851745239113	-78.539235827862
211	2004.25	38.7514842431703	-78.0629629356077
296	2004.25	38.1688985089211	-78.58350811688
284	2004.25	38.1716296599547	-77.393353592795
249	2004.41666666667	40.9961982469524	-79.556496152205
303	2004.66666666667	38.0769741950069	-79.9191983913295
