node1,node2,length,startLon,startLat,endLon,endLat,startYear,endYear
48,88,0.137029061050516,-78.5997592612643,39.0184817353201,-78.3755566185221,38.8499817054656,1970.48852768343,1970.62555674448
48,49,0.364545009485167,-78.5997592612643,39.0184817353201,-78.883950162343,39.2931094197971,1970.48852768343,1970.85307269292
49,50,0.0392534244439354,-78.883950162343,39.2931094197971,-78.8484362828022,39.3715329936183,1970.85307269292,1970.89232611736
49,84,14.8356492218978,-78.883950162343,39.2931094197971,-80.2255790870421,37.5409662475346,1970.85307269292,1985.68872191481
50,1,0.702289357249657,-78.8484362828022,39.3715329936183,-79.1800000000001,39.0900000000001,1970.89232611736,1971.59461547461
50,51,0.0550951320046043,-78.8484362828022,39.3715329936183,-78.8740468293834,39.5928709252729,1970.89232611736,1970.94742124936
51,72,0,-78.8740468293834,39.5928709252729,-78.8942381588952,39.6372347144041,1970.94742124936,1970.94742124936
51,52,0.884459442519196,-78.8740468293834,39.5928709252729,-77.9618442177737,39.7889999596786,1970.94742124936,1971.83188069188
52,57,0.273362253788969,-77.9618442177737,39.7889999596786,-77.5328510085345,40.0452086899547,1971.83188069188,1972.10524294567
52,53,0,-77.9618442177737,39.7889999596786,-77.864408530073,39.8104006044275,1971.83188069188,1971.83188069188
53,56,0,-77.864408530073,39.8104006044275,-77.8923045997122,39.7321457665667,1971.83188069188,1971.83188069188
53,54,16.307333944594,-77.864408530073,39.8104006044275,-71.4682550048968,42.8107063182239,1971.83188069188,1988.13921463648
54,2,0.0412384765557148,-71.4682550048968,42.8107063182239,-71.0780000000002,42.9630000000001,1988.13921463648,1988.18045311303
54,55,0,-71.4682550048968,42.8107063182239,-71.4991334465722,42.8150555434639,1988.13921463648,1988.13921463648
55,4,0.278484975542909,-71.4991334465722,42.8150555434639,-71.8400000000001,42.33,1988.13921463648,1988.41769961202
55,3,0.0284262317752422,-71.4991334465722,42.8150555434639,-71.5829999999999,42.8960000000001,1988.13921463648,1988.16764086825
56,5,0.0528069247683463,-77.8923045997122,39.7321457665667,-77.7740000000001,39.6149999999999,1971.83188069188,1971.88468761665
56,6,1.18558686169679,-77.8923045997122,39.7321457665667,-77.634,40.5880000000001,1971.83188069188,1973.01746755358
57,71,0.224337623099086,-77.5328510085345,40.0452086899547,-77.8732327332635,40.1672398709021,1972.10524294567,1972.32958056877
57,58,1.06241847590334,-77.5328510085345,40.0452086899547,-76.0656954981739,40.3243086754117,1972.10524294567,1973.16766142158
