LR1_coefficients_null_raster	LR1_coefficients_Elevation_16_k10_R	LR1_R2_null_raster	LR1_R2_Elevation_16_k10_R	LR1_Q_Elevation_16_k10_R	LR2_coefficients_null_raster	LR2_coefficients_Elevation_16_k10_R	LR2_R2_null_raster	LR2_R2_Elevation_16_k10_R	LR2_Q_Elevation_16_k10_R
3.80931123669938	1.31272971516778	0.04977922802351	0.0992012348198843	0.0494220067963744	3.6984515044519	0.579983820524737	0.0199218450009416	0.0711622380609974	0.0512403930600558
4.0200148774236	1.76660574754771	0.0651726633245388	0.192535638776803	0.127362975452264	3.22609296321482	0.906361186919785	0.018939993997523	0.164909675875116	0.145969681877593
4.74730462151065	2.04770919682241	0.0811288100323701	0.227415633103184	0.146286823070814	4.5115470439172	0.986174139587838	0.0276237706246224	0.173210587382386	0.145586816757764
3.72353756760402	1.88042405119002	0.0478039489576874	0.189887877574282	0.142083928616594	2.51493372058964	0.864993819644788	0.0114607792989417	0.148216776024936	0.136755996725995
4.42642367032971	1.64193670834866	0.0918698576916322	0.214546906138394	0.122677048446762	5.93425262851825	0.876470285994386	0.0428388226230682	0.193386287439019	0.150547464815951
3.02946106929451	1.39047241916068	0.0419273067087994	0.121655193971143	0.0797278872623434	2.481270375884	0.679854277580752	0.0124886694074161	0.097887025095272	0.0853983556878559
2.96568300783592	1.4540126683469	0.0679680586922456	0.180312302501941	0.112344243809696	1.5469277254454	0.669326067009312	0.0110505849475326	0.122222292496299	0.111171707548767
5.31633420429826	1.75447682605376	0.0690341325110457	0.156779848715472	0.0877457162044262	5.20935343320151	0.73619683491802	0.027119870499186	0.117362331468279	0.0902424609690932
4.64301084169072	1.85386783308678	0.0663488961418933	0.184989913684475	0.118641017542582	3.96766212700216	0.910671014460356	0.022188174074954	0.16066333138386	0.138475157308906
2.36330601288425	1.11021760681689	0.0279824845675176	0.087779789465527	0.0597973048980094	2.08981929452963	0.460415360557302	0.00966303321760371	0.0586757895074532	0.0490127562898495
3.73875498701264	1.28284841924418	0.0338811109746498	0.0846740829581244	0.0507929719834746	4.15117773315317	0.567796208072626	0.0176282461987833	0.071910203511076	0.0542819573122927
4.02670391733712	1.78856537808674	0.0689713706259315	0.163863094105964	0.0948917234800329	2.39984613930518	0.889844816834028	0.0165504642572052	0.140796067193559	0.124245602936354
1.55414993842186	1.22509179450449	0.00879224139602474	0.0942251082159185	0.0854328668198938	0.737618972174737	0.523471697980025	0.00079063747105848	0.0644763268783908	0.0636856894073323
