# BEAST v10.5.0-beta5 Prerelease #fb0d1ded5
# Generated Sat Jan 25 05:19:55 CET 2025 [seed=1737778794723]
# TreeSimulations_4_MDS_CS_env_raster.xml
# keywords: skygrid discretized_branch_rates
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	skygrid.precision	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.cutOff	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	location.precision.col11	location.precision.col12	location.precision.col21	location.precision.col22	correlation	location.varCovar.location.precision.col11	location.varCovar.location.precision.col12	location.varCovar.location.precision.col21	location.varCovar.location.precision.col22	location.squareddistTime4.correlation	location.squareddistTime4.Rsquared	location.squareddistTime4.spearman	location.diffusionRate	location.halfDF	treeLikelihood	branchRates	location.traitLikelihood	skygrid
0	-296806.43821383204	-3385.50308977579	-293420.93512405624	200.86194267548998	1803.8380573245101	1044.6897444014476	0.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	20.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	1.0	0.3333333333333333	0.9673912507922403	0.31733532347219706	0.09023898308420947	0.05	0.002	0.002	0.05	-0.04	20.03205128205128	-0.8012820512820512	-0.8012820512820512	20.03205128205128	0.05615890166189532	0.003153822235870429	0.42054159024706006	13.221131437652941	0.5	-290900.4624443792	-416.00454908851174	-2520.4726796770224	-1790.3370022476875
100000	-29720.916087917358	-750.4277435016902	-28970.488344415666	133.79063786402418	1870.909362135976	775.1078257005072	9.762564875532588	3.7313901014797386	3.514295679307828	3.3494329367033857	3.549388502566378	3.462623987152818	3.7251859375737957	3.654063145336541	3.6813945236433163	3.3980685129889183	3.3066471778778164	3.280568852791699	3.8511216424787245	3.646805816320579	3.379872039342015	3.877553230837374	3.8459697294094473	4.081782084316347	3.8475959905393093	3.8532416373658664	4.102466459433917	20.0	0.9197451556705791	0.25455567966243825	0.26150192200420336	0.24390116722319805	0.24004123111016065	0.021476060264325206	0.009464223936043405	0.214746623943184	1.679595685334847E-4	3.236378181406749	-0.06567170287498514	0.03468872871330513	-0.0054978836570421545	-0.0054978836570421545	0.017497115491322948	0.22316091022761925	30.33869890917242	9.532921983133699	9.532921983133699	60.14767957020305	0.03923026107814503	0.0015390133842594206	0.6196076013747823	9.261775545609067	1.9506598357823313	-28835.42304947978	-416.00454908851174	-135.06529493588317	-232.5105660814137
200000	-29542.59295775168	-751.8961395683826	-28790.696818183296	60.95325918764624	1943.746740812354	399.2384019903414	5.624527742432811	2.806222817431545	2.2915750203745904	2.9687491747749646	3.136017942216368	3.480235928666796	3.6695872195361963	3.3102997347114567	3.1491419238434455	3.000147023156463	2.9707974382901656	2.9787115268340196	2.9746324235644073	3.5078736102770103	3.811644725000354	3.244082800541403	3.2242277898350418	2.6957224406278306	3.1053273766460574	3.6168025473014853	3.41366949815165	20.0	1.0652378380264698	0.24584207617992257	0.2515567341648584	0.25895796925275866	0.24364322040246045	0.4328595821163515	0.009848682776693875	0.21459611523433986	3.246100527838637E-4	2.7418100594493664	-0.06142531655328218	0.06193116273461393	-0.003458530419404245	-0.003458530419404245	0.019704239774640496	0.09900500296772281	16.306798970470098	2.86220432391737	2.8622043239173705	51.25287919103411	0.08141485545827158	0.006628378689291254	0.5369048903410755	16.776292106140353	1.2110447592817473	-28656.042990684055	-416.00454908851174	-134.65382749924254	-213.35328979310876
300000	-29244.11967496971	-707.3341610111396	-28536.78551395857	61.11522942494692	1943.5847705750532	367.40978057098	305.9721166458481	3.674939275778624	3.628552660601543	3.619508543503218	3.6404033691385473	3.684791050866589	3.7498731718829132	3.665097194282251	3.694923836474893	3.7077292008414164	3.635001949537108	3.63772925560164	3.651168179429521	3.718214308169066	3.689580794352304	3.690622764163087	3.582547834622515	3.516447570443092	3.4220813440169215	3.2952827458173	3.418111991650094	20.0	1.0238973178183575	0.25175743166220493	0.25996918846883776	0.243834485182113	0.24443889468684504	0.4348793199182386	0.008840874206432163	0.21578475787305768	3.2149443223504205E-4	1.3141245063465596	-0.008572299093183779	0.10968869774724407	-0.03440728421088868	-0.03440728421088868	0.09047358750648586	0.3453890372666353	10.351587579899643	3.9367292235424984	3.9367292235424984	12.55009547592373	0.46143641732766744	0.21292356723619327	0.6034708629379035	16.334575161078476	0.8814762572046093	-28415.387868793412	-416.00454908851174	-121.39764516515616	-177.50775459032758
400000	-29254.977282448814	-710.8452508104846	-28544.132031638328	55.46792093322004	1949.23207906678	289.79130193382895	24.712582188172473	3.367071167502832	3.284358186947877	3.3238074545683536	3.2685458005524795	2.9242597248581945	3.0996240839655687	2.7992589498533915	2.7377892536173607	3.02738279726204	3.0750036384432433	3.2231711139210364	2.9582805410959616	3.256809125257088	3.1751176046754974	3.149506855181579	3.036120577090891	2.9929106763130964	2.7246697147617884	2.8172673949221654	3.062422854177744	20.0	1.0160469296351802	0.24501290108893342	0.2544977403049189	0.25379554095633206	0.24669381764981593	0.5071861785994478	0.006315191108600063	0.0864726910796935	4.151788455594345E-4	1.6255924632050773	-0.061316473533585374	0.11639296128877301	7.217140820617968E-4	7.217140820617968E-4	0.051015107522255826	-0.009365962558196423	8.592338556187256	-0.12155637878715699	-0.12155637878715699	19.6037561719151	0.20035571961981022	0.04014241438437201	0.4975263166006504	21.081242420869042	0.987284499682135	-28425.08249698715	-416.00454908851174	-119.04953465117747	-174.14952574611658
500000	-29193.66694444969	-659.7159324993271	-28533.951011950365	37.70229842946031	1966.9977015705397	221.19854451350693	131.08946766140798	2.6447666034882733	2.7280655219089103	2.7214678087292827	2.6537063157811613	2.819377217631044	2.8376170755413814	2.8196788782226134	2.875901130704857	2.882434960616907	2.765331002451195	2.6678852384604363	2.8061288232156083	2.8460874527715725	2.840485326802919	2.761010400657575	2.717105615845415	2.69710226456718	2.7776051059016242	2.620296286327029	2.614569277444102	20.0	1.1287505495354224	0.2441820192165786	0.25784089371321267	0.24625921856930608	0.251717868500903	0.5311085612506379	0.0035297445209328806	0.025415596379937958	5.628460184470462E-4	1.6637682706864914	-0.0351235488355855	0.2519809057401252	-0.05024702413168798	-0.05024702413168798	0.10657451928325205	0.30661954746561093	4.380378333725505	2.0652307636091494	2.0652307636091494	10.356806743673753	0.4503971754131399	0.2028576156201347	0.4315460135936994	26.839865177289298	0.7761357744945808	-28421.620063671417	-416.00454908851174	-112.33094827894904	-148.73489311293383
600000	-29213.485948447953	-679.3807824143095	-28534.105166033645	48.430349528845156	1956.2696504711548	287.2758156839579	324.27567012125155	3.1782726428566113	3.093062015341334	3.098594846005302	3.045216311748487	3.0327650582118033	3.0222286499158515	3.0668163796103283	3.0823719190438994	3.1890582106447884	3.117687339166771	3.1263092472627068	3.0974305668360054	3.1140183831682733	3.1452721983977043	3.081214553342943	2.971817480952697	2.928762814481417	3.017026530945968	2.910435059858359	2.98388171246556	20.0	0.9969564755038801	0.24780444907304347	0.26040030418270776	0.24826294486889341	0.24353230187535566	0.7623530488704731	0.0025996578225367445	0.017300769863678688	4.1859566544916535E-4	1.7498099539012268	-0.04540058408467321	0.11797216623190047	0.007136684729052503	0.007136684729052503	0.11745199673223294	-0.0606284593688604	8.507848957706594	-0.5169587356779844	-0.5169587356779843	8.545528381289884	0.4011179880733551	0.16089564035601622	0.4803261254874158	21.622896020321395	0.9497517378352898	-28417.63966492376	-416.00454908851174	-116.46550110988434	-159.7779179588386
700000	-29221.28734387346	-680.5853903456468	-28540.701953527812	38.058214186543815	1966.6417858134562	223.65928229984232	6.703062535022252	3.2364217628567404	3.9604062995220217	3.4300640232586486	3.710658944916667	3.638525678465823	3.6402769424532253	4.026699326061309	3.534408984311584	3.9286432487154523	4.59927694335542	3.6177035668136437	2.7703954952964027	3.015545145640743	3.007878690905325	2.631315891171023	2.1553057727423277	2.3795149933815205	2.498699366402847	2.6517601953310783	2.156295383685461	20.0	1.0998148308333284	0.25367582256263427	0.2570375462427978	0.24444595178941655	0.24484067940515136	0.5804499385471751	0.0024589404147886086	0.01199177287411851	5.307256500355054E-4	1.1783939902777292	-0.10175812869037747	0.2674424391095773	-0.03723144806625929	-0.03723144806625929	0.10182418150526654	0.22561569167182083	3.9396606877911564	1.4405151126954383	1.4405151126954383	10.347566246358543	0.48172192151589976	0.2320560096689707	0.5299076799778062	27.598854376105688	0.7597328881982932	-28431.465923140164	-416.00454908851174	-109.2360303876502	-183.3302797065871
800000	-29214.87160588854	-681.8879509503525	-28532.983654938187	37.1292100906194	1967.5707899093807	235.72399130330524	2.0527029210158365	2.595188492904366	2.405844514670866	2.7893216958370424	2.997775057884902	2.5462926308770184	4.0008234362821025	4.029968519658093	4.280129869887492	3.42789610214681	4.174715844311619	5.1017050353944295	5.260327043009665	5.1947376554265965	4.738730458522641	4.498849920456421	3.363439960853472	2.552646277100813	3.30607610760871	3.418441465253799	2.2894922385155847	20.0	1.1586633789147185	0.2424846120466666	0.2558812240323445	0.25245915445174044	0.2491750094692483	0.5548942490525925	0.0015681011675338329	0.004183724566642133	5.210127354900457E-4	0.9906029125716391	-0.18332343610274165	0.3079047805895027	0.04152003058147112	0.04152003058147112	0.19196718829293213	-0.17077958222604975	3.3453259623820824	-0.7235509229376328	-0.7235509229376329	5.365718306379687	0.6153909312491155	0.3787059982636536	0.5822172217684138	24.81557551736946	0.7047345110035342	-28418.700576705494	-416.00454908851174	-114.28307823269286	-189.90064511946193
900000	-29202.355616691788	-665.1324711838331	-28537.223145507956	33.51726085141753	1971.1827391485824	209.6794200114063	130.04540269307444	3.174867349342594	3.252900641412441	3.0495168423873587	3.1412601544196384	2.9776808783542057	2.853422017304025	2.8920695945292385	2.6798728513381054	2.60066814143107	2.604654086617281	2.780280062511475	2.8138333911973374	2.7408541651404335	2.6706789235800947	2.5928378876676703	2.5718008399491517	2.6882046363461494	2.6875071969414557	2.499547309489995	2.5234538516066025	20.0	1.038420979487976	0.24688012001992263	0.26198840255226236	0.24732826248415374	0.2438032149436613	0.629199395465493	6.53629545385291E-4	3.564975708818719E-4	5.981211955809356E-4	0.5378264779522832	0.01779425426087783	0.20961924445669336	0.020104416352103853	0.020104416352103853	0.13876063597524438	-0.11788071278432535	4.83777947535604	-0.7009245245140863	-0.7009245245140862	7.308208638169911	0.5646167001987222	0.3187920181432938	0.6209793012037051	29.06731076930365	0.7616523156112915	-28424.736805845787	-416.00454908851174	-112.48633966217015	-157.28223507913927
