LR1_coefficients_null_raster	LR1_coefficients_Elevation_16_k10_R	LR1_R2_null_raster	LR1_R2_Elevation_16_k10_R	LR1_Q_Elevation_16_k10_R	LR2_coefficients_null_raster	LR2_coefficients_Elevation_16_k10_R	LR2_R2_null_raster	LR2_R2_Elevation_16_k10_R	LR2_Q_Elevation_16_k10_R
0.3304786576838	0.0897331606191888	0.638291851724013	0.502276317161296	-0.136015534562716	0.0358710933689662	0.00388049970972122	0.909146209951628	0.817248406743305	-0.0918978032083231
0.406882476328876	0.0939684466645404	0.673559883679107	0.339594732434904	-0.333965151244203	0.0455598023809599	0.005558773789519	0.944352492353045	0.534987012493332	-0.409365479859712
0.296805237459249	0.0811043150775778	0.433297515108388	0.382206440954789	-0.0510910741535997	0.0396255576769762	0.0034606078408929	0.524133037992102	0.48974147757131	-0.0343915604207922
0.330670939460221	0.0867352577447514	0.655495957061786	0.530652157299426	-0.124843799762359	0.0358026428335561	0.0033001850033666	0.958897472273422	0.846154162520529	-0.112743309752893
0.311266926911835	0.0554456584038399	0.528675046743888	0.17950501654096	-0.349170030202927	0.0439237324351358	0.00231985814531117	0.859784312407972	0.178998158541027	-0.680786153866946
0.324378988562799	0.081898220481117	0.537512151711679	0.470979175508088	-0.0665329762035914	0.0442282665552729	0.00330143256111467	0.794205199393166	0.737124408879948	-0.0570807905132183
0.366379646374938	0.0929767668176172	0.622772019207938	0.394180898663301	-0.228591120544637	0.0430062593648788	0.00450298012754807	0.919361003406284	0.610688063964092	-0.308672939442193
0.329617221120591	0.090959706282384	0.574929647023863	0.431914395812122	-0.143015251211742	0.0421733134495651	0.00462656253262871	0.856149232513473	0.725827966360073	-0.1303212661534
0.326456653184496	0.0788404602487673	0.569351028097817	0.475610140690953	-0.0937408874068642	0.0446348736845529	0.00317829060038721	0.891750605077025	0.766747815075689	-0.125002790001336
0.316300980917597	0.0839809461637529	0.299392938216558	0.30468629130942	0.00529335309286105	0.0686115220586385	0.0044402001081071	0.466303022059146	0.446766702028124	-0.0195363200310223
0.254221116087375	0.067521315970444	0.36003191174057	0.2843789897299	-0.0756529220106699	0.0405846007280862	0.00327310331398688	0.486122861030885	0.368493653879	-0.117629207151885
0.344348636697388	0.0767182140689997	0.565692548125415	0.331029003678874	-0.234663544446541	0.0503911791964222	0.00334302259897807	0.88517074249601	0.422880300333048	-0.462290442162962
0.325342299589856	0.0824075424324575	0.538653449612862	0.315494268310016	-0.223159181302846	0.0334828324926846	0.00322110092443867	0.675296974982077	0.362815136373932	-0.312481838608146
0.326781280690048	0.0796439552706497	0.571153488983455	0.296269534052875	-0.27488395493058	0.0401805701990292	0.00334312432600133	0.858136124062372	0.338805397007378	-0.519330727054994
0.12740724892238	0.0305262983216433	0.658764079451245	0.479261705896633	-0.179502373554613	0.0206770672677917	0.00130742697694654	0.742765275224279	0.460959423308525	-0.281805851915755
0.361940926926531	0.0937378243239463	0.590305770724168	0.41252896406431	-0.177776806659859	0.0460830550671538	0.0047151702820848	0.894453875207538	0.688704113244398	-0.20574976196314
0.335698296350336	0.080003102937982	0.489432297069055	0.292749956613224	-0.196682340455831	0.0469206645933784	0.00508505457562133	0.7102806332417	0.51365373067734	-0.19662690256436
0.319664500870906	0.0864600189559318	0.52692955423459	0.463167974836826	-0.0637615793977646	0.039740241435578	0.00369478698294528	0.770645903246831	0.803097380679364	0.0324514774325331
0.320073780031641	0.0837149284404452	0.508011665548506	0.426725243244288	-0.0812864223042172	0.0445710551097486	0.00340684434158731	0.72391386324048	0.590850164901165	-0.133063698339315
0.130435820255207	0.0273372814096431	0.691006662704769	0.507045751100198	-0.183960911604571	0.022411073667333	0.00109731129776205	0.755675723711347	0.507647969314249	-0.248027754397098
0.374782647470609	0.0958101617220748	0.578946217267662	0.49749894023023	-0.0814472770374318	0.0547221057104431	0.00416078063954766	0.914228496743957	0.784067072897527	-0.130161423846429
