Pearson_correlation_null_raster	Pearson_correlation_Elevation_16_k10_R	Pearson_correlation_difference_Elevation_16_k10_R
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
0.135929492017214	0.138633078289108	0.00270358627189343
