Pearson_correlation_null_raster	Pearson_correlation_Elevation_16_k10_R	Pearson_correlation_difference_Elevation_16_k10_R
0.143450971920474	0.136425749480391	-0.00702522244008247
0.143450971693888	0.136425747128855	-0.00702522456503255
0.143450971747161	0.136425765156867	-0.00702520659029357
0.143450971668438	0.136425752100593	-0.00702521956784447
0.143450971700377	0.136425758332667	-0.00702521336771048
0.143450971653043	0.136425750686708	-0.00702522096633468
0.14345097173791	0.136425749243456	-0.00702522249445414
0.143450971656558	0.136425734584482	-0.00702523707207534
0.143450971258879	0.136425752635318	-0.00702521862356112
0.14345097264459	0.136425757254603	-0.00702521538998682
0.143450971663767	0.13642575765624	-0.0070252140075267
0.14345097261092	0.136425759685594	-0.00702521292532679
0.143450971695774	0.13642574970887	-0.0070252219869037
0.143450971669532	0.136425751246544	-0.00702522042298773
0.143450972695942	0.136425725256689	-0.00702524743925279
0.143450971679049	0.136425762634829	-0.00702520904422066
0.143450971709504	0.1364257617617	-0.00702520994780426
0.14345097169544	0.136425741127154	-0.00702523056828591
0.143450972728886	0.136425745010442	-0.00702522771844338
0.143450971675762	0.136425734136848	-0.0070252375389139
0.143450971719826	0.136425758673523	-0.00702521304630391
0.14345097272723	0.136425758937913	-0.00702521378931675
0.14345097273102	0.136425762708261	-0.00702521002275922
0.143450971816739	0.136425749989415	-0.00702522182732357
0.143450972653747	0.13642575991252	-0.00702521274122633
0.143450972651601	0.136425751016254	-0.00702522163534627
0.143450972652582	0.136425774439947	-0.00702519821263495
0.143450972586527	0.136425778053938	-0.00702519453258871
0.143450971661615	0.136425748377152	-0.00702522328446314
0.143450982307475	0.136425749503885	-0.00702523280359013
0.143450971721027	0.13642574040327	-0.00702523131775717
0.143450971667869	0.136425763354763	-0.00702520831310596
0.143450971669226	0.136425741535001	-0.00702523013422551
0.143450972674864	0.136425752867416	-0.00702521980744847
0.143450971558948	0.13642575820477	-0.00702521335417758
0.143450972651637	0.136425759521262	-0.00702521313037485
0.143450973081003	0.13642571682541	-0.00702525625559366
0.143450971659367	0.136425748972765	-0.0070252226866023
0.143450971688536	0.136425735497791	-0.00702523619074522
0.14345097163281	0.13642574487764	-0.00702522675517034
0.143450971700446	0.136425750832846	-0.00702522086760016
0.143450972542657	0.136425727005906	-0.00702524553675063
0.143450972649599	0.136425747803091	-0.00702522484650794
0.143450971698572	0.136425763825552	-0.00702520787301983
0.143450971675434	0.136425756764738	-0.00702521491069635
0.143450971721676	0.136425759160984	-0.00702521256069155
0.143450971691427	0.136425748189115	-0.00702522350231241
0.143450972234112	0.136425726961124	-0.00702524527298837
0.143450972696402	0.13642577160406	-0.00702520109234206
0.14345097159508	0.136425765039198	-0.00702520655588187
0.143450971732406	0.136425755214679	-0.00702521651772695
0.143450972316223	0.136425746989688	-0.00702522532653546
0.143450972903633	0.136425763533337	-0.0070252093702961
0.143450971685924	0.136425752510031	-0.00702521917589349
0.143450971677774	0.136425731278196	-0.00702524039957786
0.14345097145645	0.13642574941486	-0.00702522204159059
0.143450972623833	0.136425775330377	-0.00702519729345538
0.143450971646468	0.136425761562914	-0.00702521008355381
0.143450971713868	0.136425760464285	-0.00702521124958358
0.143450971738642	0.136425770267838	-0.00702520147080396
0.143450972583559	0.136425753592086	-0.0070252189914724
0.14345097169851	0.136425753998605	-0.00702521769990536
0.143450971708971	0.136425747792573	-0.00702522391639815
0.143450971683987	0.136425741995028	-0.00702522968895927
0.143450972625447	0.136425774089567	-0.00702519853588038
0.143450972746404	0.136425714900641	-0.00702525784576358
0.143450971657419	0.136425756946928	-0.00702521471049083
0.14345097172186	0.136425760283639	-0.00702521143822099
0.143450971674276	0.136425749471681	-0.00702522220259488
0.143450971704118	0.136425758281121	-0.00702521342299756
0.143450971697459	0.136425737999092	-0.0070252336983675
0.143450971757841	0.136425773687801	-0.00702519807004032
0.143450971652832	0.136425763019565	-0.00702520863326694
0.143450971697206	0.136425760179739	-0.00702521151746757
0.143450971653532	0.136425747190216	-0.00702522446331608
0.143450971699243	0.136425751284835	-0.00702522041440773
0.143450971747542	0.136425742261802	-0.00702522948574025
0.143450971684508	0.136425771631062	-0.00702520005344634
0.143450971664733	0.136425762363674	-0.00702520930105893
0.143450971718302	0.136425762261732	-0.00702520945656995
0.143450971756551	0.136425762226467	-0.0070252095300844
0.143450971691758	0.136425739792809	-0.00702523189894907
0.143450971644504	0.136425737823738	-0.00702523382076561
0.143450971631543	0.136425762023401	-0.00702520960814221
0.14345097170359	0.1364257595526	-0.00702521215098931
0.143450971681849	0.136425752234441	-0.00702521944740797
0.143450971705118	0.136425757416558	-0.00702521428855996
0.143450971685497	0.136425750876439	-0.00702522080905779
0.143450972639763	0.13642576963302	-0.00702520300674359
0.14345097266591	0.136425756700256	-0.0070252159656537
0.14345097264976	0.136425750263466	-0.00702522238629394
0.143450971662934	0.13642576481036	-0.00702520685257463
0.143450971684027	0.136425749486369	-0.00702522219765805
0.14345097171064	0.136425759934501	-0.00702521177613888
0.143450971686076	0.136425732305758	-0.00702523938031793
0.14345097264347	0.136425754706381	-0.00702521793708913
0.143450971696124	0.136425744994055	-0.00702522670206854
0.143450973043204	0.136425753679296	-0.00702521936390804
0.143450972646038	0.136425761710852	-0.00702521093518674
0.143450971698888	0.136425756608392	-0.00702521509049606
