dispersal_times	null_raster	Elevation_16_k10_R
5.79470164993995	0.6374185386	2.590265677
5.59011372343002	0.7752124229	3.449713274
0.0888698749399737	0.5005468653	2.015972986
0.594533492459959	1.449152495	7.341478806
11.4324887181999	0.8537211471	4.525048078
0.205251937140019	0.5005529777	2.235591848
0.157061949159925	4.280619192e-10	-1.799265874e-07
0.351862704140103	1.106781218	4.241064877
3.37251801144998	0.8538721977	2.598894782
3.13876684373986	4.9995732e-09	-5.661893709e-08
1.76498908912004	4.9995732e-09	-5.661893709e-08
9.56913476220006	3.537902354	9.588248404
3.46747247098006	2.307824936	4.219148155
1.67617505891985	1.833042118e-08	6.968366506e-08
1.59129741206016	1.461991017	3.560256896
0.891297412060112	0.7533027003	1.440297534
1.07161814406004	0.637303742	1.653981095
22.87161814406	1.067044588	3.449538704
1.63230183459996	0.7751489777	2.696454061
0.699182406739965	1.270560489	3.455404786
5.0423080503399	1.053631723	1.97627525
0.914835311599973	1.094689308	3.041325952
1.86136560839009	0.5021167973	0.6846062848
1.63152132249002	0.6434221444	0.7715849361
2.25724780227006	0.7932587417	0.9929088445
6.52984428590003	2.748983936	3.29022974
13.77259648363	0.9922343206	1.326364806
4.57259648362992	1.409458247	1.689118513
7.88883834712988	0.7773475431	2.197106467
2.96166524558998	0.8891319359	3.493723736
19.82717310154	0.9777899595	4.018813036
0.653878515699944	0.6387321603	2.656714609
5.56383182130003	0.5010323087	1.978684222
0.00772080360002292	0.6389194124	2.616366004
1.60946276454001	1.119206474	3.355476228
1.60946276454001	1.15761522	4.757342206
18.0655737822401	1.543700099	5.69564874
1.95163538166003	5.793197699e-08	8.211639013e-08
16.1139384005801	1.055883531	4.837413948
1.37365446604008	0.5011441795	2.234266756
14.74028393454	0.9794823697	3.541016967
0.617256833149895	1.170361177	4.136483018
1.70166979607006	0.8704383005	2.001939356
5.22302710139002	1.210069925	4.109673731
12.42135730532	1.108338031	2.320879774
1.32135730531991	3.459956413	12.73716909
22.8705542308699	0.7761530836	2.857495445
21.67055423087	2.179904218	8.886233979
5.13684484621012	4.280619192e-10	-1.799265874e-07
3.46695573494003	0.6375808921	3.729921879
2.92531956815992	0.6375808921	3.729921879
0.533329985689988	0.5004847061	2.153468819
6.52013509808012	0.5005905393	3.272824462
20.1080104175301	0.9892847953	5.098848392
12.08787531945	1.112393232	5.384283888
11.58787531945	0.8527791875	4.660437202
0.740659514070103	0.7765411929	4.958786522
5.38253286482995	0.7762963862	4.506551832
18.8206862321301	0.729012392	4.259728435
19.3206862321301	0.7762085169	3.720934142
0.0551826639498358	1.052916095	5.125584729
4.32008904207987	0.5007443321	3.109406338
10.3967191440302	1.072837739	3.985261574
9.41432473649002	0.8969806789	3.3858396
12.39305218245	1.451189821	7.490914099
2.99305218245013	1.236093039	4.662506136
13.51065777491	0.7588300632	2.974199279
6.01065777490999	2.082228122	7.505516739
17.6424705408101	0.8892170951	4.598136948
4.63117018440016	0.9650984608	6.373068895
12.9113003564098	0.7293257291	5.587196652
14.1113003564099	0.9654698941	6.166243782
13.0912328043	1.033680539	6.642184009
5.34252735348014	0.5011275588	3.229982389
3.66650437204999	0.6402510493	3.940884877
10.3842977472	0.7793445494	4.018108438
16.9177933751498	0.7791360677	4.95081819
6.71779337515	-1.820396878e-08	5.823937865e-08
12.8355922963799	0.641049644	4.350291611
13.6355922963801	NA	NA
1.62786958568995	0.5005586597	1.864665335
26.31677066663	0.9317336905	2.857485506
2.69752219348015	0.9856848943	2.974836592
24.7889010809401	0.9296035958	4.082649584
0.969588433949866	0.7301742449	1.456025437
1.17086496344996	0.7770019842	1.475815542
13.22179045351	0.9754181284	2.341903963
3.57364065254001	1.284601745	2.085033021
6.94814980096999	2.511858144	3.476506606
3.84814980097008	2.436314814	2.934467775
3.52051392400995	0.7800724013	1.279298124
2.3205139240099	0.5011412017	0.8803906647
