node1,node2,length,startLon,startLat,endLon,endLat,startYear,endYear
48,88,0.0480421292947009,-78.5997592612643,39.0184817353201,-78.3755566185221,38.8499817054656,1970.48852768343,1970.53656981272
48,49,0.099062215985893,-78.5997592612643,39.0184817353201,-78.883950162343,39.2931094197971,1970.48852768343,1970.58758989942
49,50,0.0151749795783925,-78.883950162343,39.2931094197971,-78.8484362828022,39.3715329936183,1970.58758989942,1970.60276487899
49,84,3.99163273731334,-78.883950162343,39.2931094197971,-80.2255790870421,37.5409662475346,1970.58758989942,1974.57922263673
50,1,0.191383523109057,-78.8484362828022,39.3715329936183,-79.1800000000001,39.0900000000001,1970.60276487899,1970.7941484021
50,51,0.0151758516851345,-78.8484362828022,39.3715329936183,-78.8740468293834,39.5928709252729,1970.60276487899,1970.61794073068
51,72,0,-78.8740468293834,39.5928709252729,-78.8942381588952,39.6372347144041,1970.61794073068,1970.61794073068
51,52,0.481311043284842,-78.8740468293834,39.5928709252729,-77.9618442177737,39.7889999596786,1970.61794073068,1971.09925177396
52,57,0.189807638889078,-77.9618442177737,39.7889999596786,-77.5328510085345,40.0452086899547,1971.09925177396,1971.28905941285
52,53,0,-77.9618442177737,39.7889999596786,-77.864408530073,39.8104006044275,1971.09925177396,1971.09925177396
53,56,0,-77.864408530073,39.8104006044275,-77.8923045997122,39.7321457665667,1971.09925177396,1971.09925177396
53,54,33.1882135538598,-77.864408530073,39.8104006044275,-71.4682550048968,42.8107063182239,1971.09925177396,2004.28746532782
54,2,0.0926943409684256,-71.4682550048968,42.8107063182239,-71.0780000000002,42.9630000000001,2004.28746532782,2004.38015966879
54,55,0,-71.4682550048968,42.8107063182239,-71.4991334465722,42.8150555434639,2004.28746532782,2004.28746532782
55,4,0.412534672175959,-71.4991334465722,42.8150555434639,-71.8400000000001,42.33,2004.28746532782,2004.7
55,3,0.0457359438833602,-71.4991334465722,42.8150555434639,-71.5829999999999,42.8960000000001,2004.28746532782,2004.33320127171
56,5,0.0476501672133478,-77.8923045997122,39.7321457665667,-77.7740000000001,39.6149999999999,1971.09925177396,1971.14690194118
56,6,0.646257765479488,-77.8923045997122,39.7321457665667,-77.634,40.5880000000001,1971.09925177396,1971.74550953944
57,71,0.0973521206730605,-77.5328510085345,40.0452086899547,-77.8732327332635,40.1672398709021,1971.28905941285,1971.38641153353
57,58,0.946423093101689,-77.5328510085345,40.0452086899547,-76.0656954981739,40.3243086754117,1971.28905941285,1972.23548250596
58,59,0.602190693133444,-76.0656954981739,40.3243086754117,-75.5507582330499,39.6636034369448,1972.23548250596,1972.83767319909
58,62,0.751238265248221,-76.0656954981739,40.3243086754117,-75.4761228859311,40.9020169530102,1972.23548250596,1972.9867207712
59,10,0.0151767248456164,-75.5507582330499,39.6636034369448,-75.6120000000001,39.6959999999999,1972.83767319909,1972.85284992393
59,60,0.0477485361990541,-75.5507582330499,39.6636034369448,-75.3733917632893,39.4962446369367,1972.83767319909,1972.88542173529
60,61,0.036520749116935,-75.3733917632893,39.4962446369367,-75.0839940047148,39.4799253988501,1972.88542173529,1972.9219424844
60,7,1.76162214506414,-75.3733917632893,39.4962446369367,-75.6350000000002,37.797,1972.88542173529,1974.64704388035
61,9,0.312831157394642,-75.0839940047148,39.4799253988501,-74.7759999999999,39.9549999999999,1972.9219424844,1973.2347736418
61,8,0.191383523109057,-75.0839940047148,39.4799253988501,-74.799,39.0880000000001,1972.9219424844,1973.11332600751
62,11,0.0962004343712721,-75.4761228859311,40.9020169530102,-75.031,40.8029999999999,1972.9867207712,1973.08292120557
62,63,0.213852130985476,-75.4761228859311,40.9020169530102,-75.2741309427249,41.373647476823,1972.9867207712,1973.20057290219
63,20,0.24338231861125,-75.2741309427249,41.373647476823,-75.9610000000001,41.5369999999999,1973.20057290219,1973.4439552208
63,64,0.0465520712355425,-75.2741309427249,41.373647476823,-75.0524249997761,41.5879697106386,1973.20057290219,1973.24712497342
64,65,0.00856110049152292,-75.0524249997761,41.5879697106386,-74.9812649231465,41.6508290865433,1973.24712497342,1973.25568607392
64,66,0.0464508352575865,-75.0524249997761,41.5879697106386,-74.8723429300508,41.6844767765049,1973.24712497342,1973.29357580868
65,13,0.692755845843749,-74.9812649231465,41.6508290865433,-74.0150000000001,41.125,1973.25568607392,1973.94844191976
65,12,0.847456900333178,-74.9812649231465,41.6508290865433,-75.8879999999999,42.1370000000001,1973.25568607392,1974.10314297425
66,14,3.12842479562222,-74.8723429300508,41.6844767765049,-76.5649999999998,42.9340000000001,1973.29357580868,1976.4220006043
66,67,0,-74.8723429300508,41.6844767765049,-74.9285456942603,41.7023988937825,1973.29357580868,1973.29357580868
67,19,0.500304040149441,-74.9285456942603,41.7023988937825,-75.0370000000001,42.6170000000001,1973.29357580868,1973.79387984883
67,68,0.00851705627250827,-74.9285456942603,41.7023988937825,-74.6692515022084,41.7110547598323,1973.29357580868,1973.30209286495
68,18,0.342474302302558,-74.6692515022084,41.7110547598323,-74.665,41.0999999999999,1973.30209286495,1973.64456716726
68,69,0.901771601756931,-74.6692515022084,41.7110547598323,-73.8511835445916,42.3494008834753,1973.30209286495,1974.20386446671
69,70,0.136709359690709,-73.8511835445916,42.3494008834753,-73.9408508405682,41.9915872467455,1974.20386446671,1974.3405738264
69,15,0.892659253434291,-73.8511835445916,42.3494008834753,-73.1080000000001,43.029,1974.20386446671,1975.09652372015
70,17,0.50156733273136,-73.9408508405682,41.9915872467455,-73.7939999999999,41.0569999999999,1974.3405738264,1974.84214115913
70,16,6.49532398676211,-73.9408508405682,41.9915872467455,-71.8950000000002,43.8960000000001,1974.3405738264,1980.83589781316
71,22,0.116151258741163,-77.8732327332635,40.1672398709021,-78.0910000000001,39.924,1971.38641153353,1971.50256279227
71,21,4.63521075046955,-77.8732327332635,40.1672398709021,-78.1700000000001,42.9960000000001,1971.38641153353,1976.021622284
72,73,0,-78.8942381588952,39.6372347144041,-78.9028766352343,39.6563271419275,1970.61794073068,1970.61794073068
72,76,0.0476501672133477,-78.8942381588952,39.6372347144041,-79.1118824526873,39.754679073833,1970.61794073068,1970.66559089789
73,74,0.0476501672133477,-78.9028766352343,39.6563271419275,-79.1554142406201,39.8170609535883,1970.61794073068,1970.66559089789
73,26,0.00908667977772623,-78.9028766352343,39.6563271419275,-78.8029999999999,39.6219999999999,1970.61794073068,1970.62702741046
74,75,0.00904312214109422,-79.1554142406201,39.8170609535883,-79.2900433778707,39.7640739075579,1970.66559089789,1970.67463402003
74,23,0.426168229128508,-79.1554142406201,39.8170609535883,-79.5619999999999,40.326,1970.66559089789,1971.09175912702
75,24,0.70833116589903,-79.2900433778707,39.7640739075579,-80.1390000000001,40.183,1970.67463402003,1971.38296518593
75,25,0.190597574486997,-79.2900433778707,39.7640739075579,-78.9359999999999,39.433,1970.67463402003,1970.86523159452
76,78,0.0982098538632675,-79.1118824526873,39.754679073833,-79.4120913970027,39.5942053152521,1970.66559089789,1970.76380075176
76,77,0.0979245306654362,-79.1118824526873,39.754679073833,-78.8222549469228,39.8949946481613,1970.66559089789,1970.76351542856
77,27,0.0359980633520395,-78.8222549469228,39.8949946481613,-79.0290000000002,39.998,1970.76351542856,1970.79951349191
77,28,0.0976386173675245,-78.8222549469228,39.8949946481613,-78.4799999999998,40.0329999999999,1970.76351542856,1970.86115404593
78,79,0.602190693133444,-79.4120913970027,39.5942053152521,-79.839131650058,40.263152305439,1970.76380075176,1971.36599144489
78,82,0.0151767248456165,-79.4120913970027,39.5942053152521,-79.4460794912097,39.7627394341344,1970.76380075176,1970.7789774766
79,81,0.462123740854179,-79.839131650058,40.263152305439,-80.2783912963209,40.9527103298072,1971.36599144489,1971.82811518574
79,80,0.2153025972874,-79.839131650058,40.263152305439,-80.1039351555149,39.7662901548222,1971.36599144489,1971.58129404218
80,30,2.69033531729975,-80.1039351555149,39.7662901548222,-80.5079999999999,37.9009999999999,1971.58129404218,1974.27162935948
80,29,0.806118657573175,-80.1039351555149,39.7662901548222,-80.5749999999999,40.5050000000001,1971.58129404218,1972.38741269975
81,32,0.0349477539663972,-80.2783912963209,40.9527103298072,-79.9300000000001,40.8710000000001,1971.82811518574,1971.86306293971
81,31,0.162353908530609,-80.2783912963209,40.9527103298072,-80.7060000000001,41.0529999999999,1971.82811518574,1971.99046909427
82,35,0.166855784795376,-79.4460794912097,39.7627394341344,-79.9949999999999,39.6350000000001,1970.7789774766,1970.9458332614
