node1,node2,startLat,startLon,endLat,endLon,endNodeL,startNodeL,startYear,endYear,greatCircleDist_km,treeID
1,2,39.0184817353201,-78.5997592612643,38.6057681198184,-77.8846973351344,3.25,0,1972,1975.25,77.1898110529612,-9999
1,3,39.0184817353201,-78.5997592612643,38.7906497787396,-79.1130612093844,4.08333333333326,0,1972,1976.08333333333,51.1926539683084,-9999
3,7,38.7906497787396,-79.1130612093844,38.7425887956984,-79.679276896013,6.83333333333326,4.08333333333326,1976.08333333333,1978.83333333333,49.4375515780294,-9999
7,9,38.7425887956984,-79.679276896013,38.6443683228108,-79.6816876633355,7.66666666666674,6.83333333333326,1978.83333333333,1979.66666666667,10.9362895097902,-9999
2,4,38.6057681198184,-77.8846973351344,39.345397980695,-78.1443281609372,9.83333333333326,3.25,1975.25,1981.83333333333,85.3492091202844,-9999
3,6,38.7906497787396,-79.1130612093844,38.6154170714771,-79.7321737165527,10.75,4.08333333333326,1976.08333333333,1982.75,57.2146879337624,-9999
6,15,38.6154170714771,-79.7321737165527,38.6646505815644,-79.7412327841433,10.8333333333333,10.75,1982.75,1982.83333333333,5.53718134510345,-9999
6,14,38.6154170714771,-79.7321737165527,38.5223132434462,-79.7627974308682,11.4166666666667,10.75,1982.75,1983.41666666667,10.701930728313,-9999
2,5,38.6057681198184,-77.8846973351344,40.499293896565,-79.1357191827,11.6666666666667,3.25,1975.25,1983.66666666667,236.562553488111,-9999
9,11,38.6443683228108,-79.6816876633355,38.6055721154556,-79.6919875962742,12.0833333333333,7.66666666666674,1979.66666666667,1984.08333333333,4.41086589757691,-9999
4,12,39.345397980695,-78.1443281609372,38.9162433332841,-78.7518621622134,12.1666666666667,9.83333333333326,1981.83333333333,1984.16666666667,70.9565196511179,-9999
11,19,38.6055721154556,-79.6919875962742,38.5145756186813,-79.6058533256681,12.5,12.0833333333333,1984.08333333333,1984.5,12.603122413508,-9999
4,13,39.345397980695,-78.1443281609372,39.2433017093534,-79.0527832496215,12.8333333333333,9.83333333333326,1981.83333333333,1984.83333333333,79.0874887043083,-9999
14,16,38.5223132434462,-79.7627974308682,38.2639964759888,-79.9121409047836,13.25,11.4166666666667,1983.41666666667,1985.25,31.5713247411181,-9999
12,21,38.9162433332841,-78.7518621622134,38.9652200929863,-78.8963602471428,13.4166666666667,12.1666666666667,1984.16666666667,1985.41666666667,13.648077252594,-9999
16,22,38.2639964759888,-79.9121409047836,38.0962389178223,-79.7928865964078,14.1666666666667,13.25,1985.25,1986.16666666667,21.3933716807926,-9999
12,20,38.9162433332841,-78.7518621622134,39.674988497474,-78.1187858456277,14.3333333333333,12.1666666666667,1984.16666666667,1986.33333333333,100.544296215674,-9999
11,18,38.6055721154556,-79.6919875962742,38.2400424989588,-79.3251009728045,14.75,12.0833333333333,1984.08333333333,1986.75,51.7662447555687,-9999
20,27,39.674988497474,-78.1187858456277,40.194171094774,-77.8126607102196,15,14.3333333333333,1986.33333333333,1987,63.4299457051524,-9999
27,28,40.194171094774,-77.8126607102196,40.1505577344119,-78.0518875151212,15.0833333333333,15,1987,1987.08333333333,20.9206227513412,-9999
14,17,38.5223132434462,-79.7627974308682,38.2527388349779,-79.3983796469667,15.25,11.4166666666667,1983.41666666667,1987.25,43.7235986661553,-9999
22,24,38.0962389178223,-79.7928865964078,37.6570197231057,-79.9856922852933,15.3333333333333,14.1666666666667,1986.16666666667,1987.33333333333,51.7475723833976,-9999
7,8,38.7425887956984,-79.679276896013,38.4500171646616,-79.2370934143822,15.5,6.83333333333326,1978.83333333333,1987.5,50.4079435645147,-9999
17,31,38.2527388349779,-79.3983796469667,38.1604809053729,-79.3424098741966,15.75,15.25,1987.25,1987.75,11.377814724165,-9999
22,25,38.0962389178223,-79.7928865964078,37.961012362526,-80.1795142578237,16.5833333333333,14.1666666666667,1986.16666666667,1988.58333333333,37.0952996726896,-9999
8,32,38.4500171646616,-79.2370934143822,38.5082984432891,-79.6156043935877,16.8333333333333,15.5,1987.5,1988.83333333333,33.6185284643475,-9999
17,30,38.2527388349779,-79.3983796469667,37.9221949575514,-79.1825889317378,17.25,15.25,1987.25,1989.25,41.3707805545761,-9999
20,26,39.674988497474,-78.1187858456277,39.2035297343748,-78.7513534380482,17.4166666666667,14.3333333333333,1986.33333333333,1989.41666666667,75.5798770655542,-9999
27,29,40.194171094774,-77.8126607102196,39.7446908389699,-76.8270318622658,17.9166666666667,15,1987,1989.91666666667,97.8515042451118,-9999
8,33,38.4500171646616,-79.2370934143822,38.3815676904652,-79.338150326182,18.0833333333333,15.5,1987.5,1990.08333333333,11.651761472564,-9999
25,34,37.961012362526,-80.1795142578237,37.9212841288214,-80.2707782713018,18.25,16.5833333333333,1988.58333333333,1990.25,9.15207418011961,-9999
29,39,39.7446908389699,-76.8270318622658,39.815088918139,-76.0619981777576,18.5,17.9166666666667,1989.91666666667,1990.5,65.9184703580187,-9999
