dispersal_times	null_raster	Elevation_16_k10_R
1.39993471305002	0.6374184523	2.590265677
2.47557194797992	0.7752124535	3.449713275
0.848808114229996	0.5005468736	2.015972985
10.0876875961401	1.449152503	7.341478817
4.2605657679801	0.8537211479	4.525048079
1.04377231924013	0.5005529733	2.235591852
1.00044417195022e-11	-6.610688996e-09	-1.795379987e-07
3.69955510533987	1.106781215	4.24106488
1.40812060955	0.8538721978	2.598894782
0	5.050422303e-09	-5.708262174e-08
0	5.050422303e-09	-5.708262174e-08
9.04538496968007	3.537902353	9.588248403
0.380640143459914	2.307824936	4.219148145
0	1.845871545e-08	6.662065388e-08
1.11124921148007	1.461991017	3.56025689
0.321469127590035	0.7533027006	1.440297532
0.571103272990058	0.6373037526	1.653981095
2.46632681421011	1.067044585	3.449538702
1.5153438071402	0.7751489778	2.69645406
2.45693689761015	1.270560489	3.455404783
0.814315623759967	1.053631723	1.976275264
1.91664017866992	1.094689308	3.041325956
0.0979208338899298	0.5021167974	0.6846062966
0.124416200789938	0.6434221444	0.7715849479
0.205495496870071	0.7932587418	0.9929088438
2.25317811758009	2.748983936	3.290229741
0.365940058190063	0.9922343208	1.326364806
0.596066847760085	1.409458247	1.689118513
1.00704593161004	0.777347543	2.197106467
2.53975529093009	0.889131984	3.493723736
3.33680956581998	0.9777899703	4.018813038
1.47306209369003	0.6387322088	2.656714608
0.817034738789971	0.5010323412	1.978684222
1.42829906717998	0.6389194454	2.616366004
2.30798582387001	1.119206473	3.355476227
4.5394225217899	1.157615213	4.757342204
5.38038463419002	1.543700098	5.695648736
0	5.75909993e-08	8.125951112e-08
4.71627782453993	1.055883534	4.837413947
1.04123132639984	0.5011441184	2.234266755
2.60055432606009	0.9794823135	3.541016966
3.36529448268016	1.170361114	4.136483024
0.818699502819982	0.870438434	2.001939351
3.20186147258983	1.210069914	4.109673719
1.05495102865984	1.108338164	2.320879778
5.12535710420002	3.459956546	12.73716909
1.70318439726998	0.7761530836	2.857495441
7.45092622898983	2.179904218	8.886233981
0	-6.610688996e-09	-1.795379987e-07
2.89631187175996	0.637580889	3.729921879
2.89631187176997	0.637580889	3.729921879
0.967755150189987	0.5004847221	2.15346882
2.23297422199994	0.5005905411	3.272824463
5.29394584338002	0.9892847952	5.098848398
5.76388930284998	1.112393233	5.384283889
4.48477807115	0.852779189	4.6604372
5.10901829226009	0.7765411917	4.958786523
4.22707307340988	0.776296386	4.50655183
3.76937216822012	0.7290123918	4.259728436
2.88525818870016	0.7762085167	3.720934145
5.30629557453994	1.052916094	5.125584729
2.01758883400998	0.5007443314	3.109406339
2.88351464618995	1.072837739	3.985261581
2.31455721148996	0.8969806789	3.385839594
9.75844572735991	1.451189821	7.490914099
3.5484620863599	1.236093039	4.662506136
1.71042903170996	0.7588300631	2.97419928
2.23456021165998	2.082228122	7.505516738
4.34457060333989	0.889217095	4.598139237
8.39399525392992	0.9650984608	6.37306868
6.50357203563999	0.7293257301	5.587196466
7.7327610374	0.9654698943	6.166243612
8.54033933230994	1.033680533	6.642185316
2.17337686531005	0.5011275589	3.229982391
3.21188574001985	0.640251049	3.940884875
3.31719508586002	0.7793445495	4.018108446
5.03863487633021	0.7791360678	4.950818185
0	-1.875279509e-08	5.923366153e-08
3.8925920058	0.6410496382	4.350292891
13.1078734401401	NA	NA
0.726232714979915	0.500558575	1.864665333
1.70031680833995	0.9317336107	2.857485506
1.83577879299014	0.9856849062	2.974836592
3.45294943062004	0.9296035967	4.082649583
0.442022664489969	0.7301742489	1.456025437
0.45379184354988	0.777001995	1.475815541
1.13410454182008	0.97541806	2.341903963
0.849964846720013	1.284601743	2.085033023
0.54086975594987	2.511858145	3.476506604
0.600477661849936	2.436314815	2.934467774
0.340738333919944	0.7800723991	1.279298123
0.161858067649973	0.501141109	0.8803906645
