node1,node2,length,startLon,startLat,endLon,endLat,startYear,endYear
48,88,1.39993471304849,-78.5997592612643,39.0184817353201,-78.3755566185221,38.8499817054656,1970.48852768343,1971.88846239648
48,49,2.47557194798117,-78.5997592612643,39.0184817353201,-78.883950162343,39.2931094197971,1970.48852768343,1972.96409963141
49,50,0.848808114226317,-78.883950162343,39.2931094197971,-78.8484362828022,39.3715329936183,1972.96409963141,1973.81290774564
49,84,10.0876875961378,-78.883950162343,39.2931094197971,-80.2255790870421,37.5409662475346,1972.96409963141,1983.05178722755
50,1,4.26056576798441,-78.8484362828022,39.3715329936183,-79.1800000000001,39.0900000000001,1973.81290774564,1978.07347351362
50,51,1.04377231924654,-78.8484362828022,39.3715329936183,-78.8740468293834,39.5928709252729,1973.81290774564,1974.85668006488
51,72,1.07520838828287e-12,-78.8740468293834,39.5928709252729,-78.8942381588952,39.6372347144041,1974.85668006488,1974.85668006489
51,52,3.69955510533432,-78.8740468293834,39.5928709252729,-77.9618442177737,39.7889999596786,1974.85668006488,1978.55623517022
52,57,1.40812060955224,-77.9618442177737,39.7889999596786,-77.5328510085345,40.0452086899547,1978.55623517022,1979.96435577977
52,53,0,-77.9618442177737,39.7889999596786,-77.864408530073,39.8104006044275,1978.55623517022,1978.55623517022
53,56,0,-77.864408530073,39.8104006044275,-77.8923045997122,39.7321457665667,1978.55623517022,1978.55623517022
53,54,9.0453849696862,-77.864408530073,39.8104006044275,-71.4682550048968,42.8107063182239,1978.55623517022,1987.6016201399
54,2,0.380640143456356,-71.4682550048968,42.8107063182239,-71.0780000000002,42.9630000000001,1987.6016201399,1987.98226028336
54,55,1.54449823731241e-13,-71.4682550048968,42.8107063182239,-71.4991334465722,42.8150555434639,1987.6016201399,1987.6016201399
55,4,1.11124921147813,-71.4991334465722,42.8150555434639,-71.8400000000001,42.33,1987.6016201399,1988.71286935138
55,3,0.321469127584591,-71.4991334465722,42.8150555434639,-71.5829999999999,42.8960000000001,1987.6016201399,1987.92308926749
56,5,0.57110327298826,-77.8923045997122,39.7321457665667,-77.7740000000001,39.6149999999999,1978.55623517022,1979.12733844321
56,6,2.46632681421314,-77.8923045997122,39.7321457665667,-77.634,40.5880000000001,1978.55623517022,1981.02256198443
57,71,1.51534380714134,-77.5328510085345,40.0452086899547,-77.8732327332635,40.1672398709021,1979.96435577977,1981.47969958691
57,58,2.45693689761303,-77.5328510085345,40.0452086899547,-76.0656954981739,40.3243086754117,1979.96435577977,1982.42129267738
58,59,0.814315623753466,-76.0656954981739,40.3243086754117,-75.5507582330499,39.6636034369448,1982.42129267738,1983.23560830114
