node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear,tipLabel
48,49,0.584309456024592,-75.3390704819217,39.7565826101373,-75.0559646500452,40.1225776515745,0.584309456024592,0,1969.11657843672,1969.70088789274,NA
49,50,0.0437925226455818,-75.0559646500452,40.1225776515745,-75.0308977976478,40.1163205287112,0.628101978670173,0.584309456024592,1969.70088789274,1969.74468041539,NA
50,52,0.0584340038935949,-75.0308977976478,40.1163205287112,-75.2579306683179,40.0717048802611,0.686535982563768,0.628101978670173,1969.74468041539,1969.80311441928,NA
52,53,0.117776514455343,-75.2579306683179,40.0717048802611,-75.2904450381629,39.8544708706891,0.804312497019112,0.686535982563768,1969.80311441928,1969.92089093374,NA
52,55,0.217526151000492,-75.2579306683179,40.0717048802611,-75.2187613828301,40.0264291365734,0.90406213356426,0.686535982563768,1969.80311441928,1970.02064057028,NA
48,74,0.942953514024957,-75.3390704819217,39.7565826101373,-75.8609969696837,40.7154148261161,0.942953514024957,0,1969.11657843672,1970.05953195074,NA
55,56,0.0964725981532268,-75.2187613828301,40.0264291365734,-75.0404206773064,40.1879166170664,1.00053473171749,0.90406213356426,1970.02064057028,1970.11711316844,NA
49,67,0.462097222687277,-75.0559646500452,40.1225776515745,-75.3835148215856,40.2262155943603,1.04640667871187,0.584309456024592,1969.70088789274,1970.16298511543,NA
53,54,0.340564714063852,-75.2904450381629,39.8544708706891,-75.3535706422739,40.1408930309749,1.14487721108296,0.804312497019112,1969.92089093374,1970.2614556478,NA
56,57,0.242093289027231,-75.0404206773064,40.1879166170664,-74.9598547566367,40.4483611814816,1.24262802074472,1.00053473171749,1970.11711316844,1970.35920645746,NA
57,61,0.0390662335342356,-74.9598547566367,40.4483611814816,-74.913769940443,40.4654489463199,1.28169425427895,1.24262802074472,1970.35920645746,1970.398272691,NA
50,51,0.761769802983459,-75.0308977976478,40.1163205287112,-75.1922164914832,40.0307959664432,1.38987178165363,0.628101978670173,1969.74468041539,1970.50645021837,NA
67,68,0.375730752628527,-75.3835148215856,40.2262155943603,-75.2611903726621,40.5446765018255,1.4221374313404,1.04640667871187,1970.16298511543,1970.53871586806,NA
68,39,0.0883111319412038,-75.2611903726621,40.5446765018255,-75.263556,40.100308,1.5104485632816,1.4221374313404,1970.53871586806,1970.627027,US1_1970.627027_40.100307974137_-75.263555889921
68,69,0.13049562726632,-75.2611903726621,40.5446765018255,-75.2873641402769,40.5668316373657,1.55263305860672,1.4221374313404,1970.53871586806,1970.66921149533,NA
67,70,0.61884070043287,-75.3835148215856,40.2262155943603,-75.0134469268306,39.9821499782032,1.66524737914474,1.04640667871187,1970.16298511543,1970.78182581586,NA
70,71,0.00241879348917706,-75.0134469268306,39.9821499782032,-74.937228507527,40.044286332104,1.66766617263391,1.66524737914474,1970.78182581586,1970.78424460935,NA
56,44,0.677034831564065,-75.0404206773064,40.1879166170664,-74.804444,40.414291,1.67756956328155,1.00053473171749,1970.11711316844,1970.794148,US1_1970.794148_40.4142908098335_-74.8044444021549
51,4,0.293062781627903,-75.1922164914832,40.0307959664432,-75.248495,40.288903,1.68293456328153,1.38987178165363,1970.50645021837,1970.799513,US1_1970.799513_40.2889033971466_-75.2484950242147
54,24,0.559950352198662,-75.3535706422739,40.1408930309749,-75.591233,39.563305,1.70482756328163,1.14487721108296,1970.2614556478,1970.821406,US1_1970.821406_39.5633053921425_-75.5912333084968
70,72,0.0396040326837692,-75.0134469268306,39.9821499782032,-74.9813431236517,39.9978266188443,1.70485141182851,1.66524737914474,1970.78182581586,1970.82142984855,NA
53,45,0.916405066262414,-75.2904450381629,39.8544708706891,-74.949339,40.229612,1.72071756328153,0.804312497019112,1969.92089093374,1970.837296,US1_1970.837296_40.2296124030069_-74.9493387962363
54,42,0.59969835219858,-75.3535706422739,40.1408930309749,-75.72676,39.910503,1.74457556328154,1.14487721108296,1970.2614556478,1970.861154,US1_1970.861154_39.9105025577405_-75.7267603460753
51,40,0.358781781628075,-75.1922164914832,40.0307959664432,-75.093569,40.206039,1.74865356328171,1.38987178165363,1970.50645021837,1970.865232,US1_1970.865232_40.206039043647_-75.0935691423937
61,62,0.517021084460218,-74.913769940443,40.4654489463199,-74.6015182210393,40.777909531267,1.79871533873917,1.28169425427895,1970.398272691,1970.91529377546,NA
61,41,0.547560309002641,-74.913769940443,40.4654489463199,-74.756245,40.696467,1.82925456328159,1.28169425427895,1970.398272691,1970.945833,US1_1970.945833_40.6964671879856_-74.7562449021407
74,90,0.960437721189514,-75.8609969696837,40.7154148261161,-75.8959722002889,39.6326955202272,1.90339123521447,0.942953514024957,1970.05953195074,1971.01996967193,NA
62,2,0.167181224542361,-74.6015182210393,40.777909531267,-74.628366,40.52552,1.96589656328153,1.79871533873917,1970.91529377546,1971.082475,US1_1971.082475_40.525520394311_-74.6283658921825
69,26,0.422547504674796,-75.2873641402769,40.5668316373657,-75.140629,40.545151,1.97518056328151,1.55263305860672,1970.66921149533,1971.091759,US1_1971.091759_40.5451511611339_-75.1406286488752
71,17,0.31753239064777,-74.937228507527,40.044286332104,-75.119085,39.562845,1.98519856328168,1.66766617263391,1970.78424460935,1971.101777,US1_1971.101777_39.562845067787_-75.1190854818754
90,93,0.110320107824315,-75.8959722002889,39.6326955202272,-75.8858638487676,39.5117717590389,2.01371134303879,1.90339123521447,1971.01996967193,1971.13028977976,NA
57,58,0.78351115056342,-74.9598547566367,40.4483611814816,-74.5972877811325,40.6253745899924,2.02613917130814,1.24262802074472,1970.35920645746,1971.14271760803,NA
